NatEmis,DataYear,Province,ProvinceCD,Official_Institution_Name,Status,Sector,Type_DoE,Phase_PED,Specialisation,EIDistrict,EICircuit,OwnerLand,OwnerBuild,ExDept,Persal_PaypointNo,Persal_ComponentNo,ExamNo,ExamCentre,GIS_Long,GIS_Lat,DMunName,LMunName,Ward_ID,SP_Code,SP_Name,Addressee,Township_Village,Suburb,Town_City,StreetAddress,PostalAddress,Email,Telephone,Section21,Section21_Function,Quintile,NAS,NodalArea,Registration_Date,NoFeeSchool,Urban_Rural,Allocation,Demarcation_From,Demarcation_To,OldNATEMIS,NewNATEMIS,Learners2025,Educators2025
441811106,2025,FS,4,BHEKILANGA P/S,OPEN,PUBLIC,ORDINARY SCHOOL,PRIMARY SCHOOL,ORDINARY,FEZILE DABI,2,STATE,STATE,DEPARTMENT OF EDUCATION & TRAINING(DET),130505,822315,,,27.979198,-27.277987,Ngwathe,Ngwathe,5,41808000,Phiritona SP,TSOTETSI,Phiritona,Phiritona,HEILBRON,"334 Mbethe Street, Phiritona, Phiritona, HEILBRON, 9650","PO BOX 810, Phiritona, 9650",,,Yes,ABCDE,Q3,99,99,,No Fee,Urban,99,FS,NOT MOVED,441811106,441811106,971,28
441811147,2025,FS,4,SEDIBA-THUTO S/S,OPEN,PUBLIC,ORDINARY SCHOOL,SECONDARY SCHOOL,ORDINARY,FEZILE DABI,2,STATE,STATE,DEPARTMENT OF EDUCATION & TRAINING(DET),130224,822310,3202042,,27.980636950000001,-27.264903579999999,Ngwathe,Ngwathe,7,41808000,Phiritona SP,MOKOENA,Phiritona,Phiritona,HEILBRON,"2285 Kuape Street, Phiritona, Phiritona, HEILBRON, 9650","PO BOX 1011, Phiritona, 9650",,,Yes,ABCDE,Q1,99,99,,No Fee,Urban,99,FS,NOT MOVED,441811147,441811147,1800,53
441811155,2025,FS,4,KEARABETSWE P/S,OPEN,PUBLIC,ORDINARY SCHOOL,PRIMARY SCHOOL,ORDINARY,FEZILE DABI,2,STATE,STATE,DEPARTMENT OF EDUCATION & TRAINING(DET),130524,822318,,,27.9751197,-27.26447499,Ngwathe,Ngwathe,4,41808000,Phiritona SP,MOJAKI,PHIRITONA,PHIRITONA,HEILBRON,"2240 LENNON STREET, PHIRITONA, PHIRITONA, HEILBRON, 9650","PO BOX 847, PHIRITONA, 9650",,,Yes,ABCDE,Q1,99,99,,No Fee,Urban,99,FS,NOT MOVED,441811155,441811155,1136,32
441811159,2025,FS,4,BOITUMELONG P/S,OPEN,PUBLIC,ORDINARY SCHOOL,PRIMARY SCHOOL,ORDINARY,FEZILE DABI,2,STATE,STATE,DEPARTMENT OF EDUCATION & TRAINING(DET),130507,822319,,,27.965837520000001,-27.283983249999999,Ngwathe,Ngwathe,3,41808000,Phiritona SP,MOSIA,99,99,HEILBRON,"35 Cilliers Street , , , HEILBRON, 9650","PO BOX 867, , 9650",,,Yes,ABCDE,Q3,99,99,,No Fee,Urban,99,FS,NOT MOVED,441811159,441811159,178,10
441811178,2025,FS,4,METSIMATLE S/S,OPEN,PUBLIC,ORDINARY SCHOOL,SECONDARY SCHOOL,ORDINARY,FEZILE DABI,3,STATE,STATE,DEPARTMENT OF EDUCATION & TRAINING(DET),130210,822309,3201015,,28.215082685270001,-26.980103240844802,Metsimaholo,Metsimaholo,5,41914000,Metsimaholo Part1 SP,TSOTETSI,ORANJEVILLE,ORANJEVILLE,ORANJEVILLE,"77 KGOPOLONG STREET, ORANJEVILLE, ORANJEVILLE, ORANJEVILLE, 1995","PO BOX 120, ORANJEVILLE, 1995",,,Yes,ABCDE,Q2,99,99,,No Fee,Urban,99,FS,NOT MOVED,441811178,441811178,589,17
441811184,2025,FS,4,PHITSHANA P/S,OPEN,PUBLIC,ORDINARY SCHOOL,PRIMARY SCHOOL,ORDINARY,FEZILE DABI,2,STATE,STATE,DEPARTMENT OF EDUCATION & TRAINING(DET),130540,822316,,,27.978131770000001,-27.277836829999998,Ngwathe,Ngwathe,3,41808000,Phiritona SP,MOKOENA,PHIRITONA,PHIRITONA,HEILBRON,"334 MBETHE STREET, PHIRITONA, PHIRITONA, HEILBRON, 9650","PO BOX 463, PHIRITONA, 9650",,,Yes,ABCDE,Q3,99,99,,No Fee,Urban,99,FS,NOT MOVED,441811184,441811184,677,21
441811188,2025,FS,4,METSIMAHOLO P/S,OPEN,PUBLIC,ORDINARY SCHOOL,PRIMARY SCHOOL,ORDINARY,FEZILE DABI,3,STATE,STATE,DEPARTMENT OF EDUCATION & TRAINING(DET),130534,822238,,,28.214307587736101,-26.979878679330699,Metsimaholo,Metsimaholo,5,41914000,Metsimaholo Part1 SP,NKHOTHO (Acting),METSIMAHOLO,METSIMAHOLO,ORANJEVILLE,"77 KGOPOLONG STREET, METSIMAHOLO, METSIMAHOLO, ORANJEVILLE, 1995","PO BOX 27, ORANJEVILLE, 1995",,,Yes,ABCDE,Q2,99,99,,No Fee,Urban,99,FS,NOT MOVED,441811188,441811188,559,18
441811229,2025,FS,4,PHIRITONA S/S,OPEN,PUBLIC,ORDINARY SCHOOL,SECONDARY SCHOOL,ORDINARY,FEZILE DABI,2,STATE,STATE,DEPARTMENT OF EDUCATION & TRAINING(DET),130216,822308,3202034,,27.97782673,-27.269870449999999,Ngwathe,Ngwathe,3,41808000,Phiritona SP,KOLOKOTO,PHIRITONA,PHIRITONA,HEILBRON,"1003 KGWARE STREET, PHIRITONA, PHIRITONA, HEILBRON, 9650","PO BOX 365, PHIRITONA, 9650",,,Yes,ABCDE,Q3,99,99,,No Fee,Urban,99,FS,NOT MOVED,441811229,441811229,1237,41
441811261,2025,FS,4,SANDERSVILLE C/S,OPEN,PUBLIC,ORDINARY SCHOOL,COMBINED SCHOOL,ORDINARY,FEZILE DABI,2,STATE,STATE,DEPARTMENT OF EDUCATION & TRAINING(DET),130219,840056,3202040,,27.96616641,-27.277043769999999,Ngwathe,Ngwathe,1,41802001,Sandersville,RUITERS,SANDERSVILLE,SANDERSVILLE,HEILBRON,"1 MAIN STREET, SANDERSVILLE, SANDERSVILLE, HEILBRON, 9650","PO BOX 743, SANDERSVILLE, 9650",,,Yes,ABCDE,Q3,99,99,,No Fee,Urban,99,FS,NOT MOVED,441811261,441811261,800,32
441811277,2025,FS,4,HEILBRON C/S,OPEN,PUBLIC,ORDINARY SCHOOL,COMBINED SCHOOL,ORDINARY,FEZILE DABI,2,STATE,STATE,HOUSE OF ASSEMBLY(HOA),130507,196210,3202011,,27.967074539999999,-27.294430009999999,Ngwathe,Ngwathe,3,41802000,Heilbron SP,KNIGHT (Deputy),99,99,HEILBRON,"WRIGHTSTRAAT, , , HEILBRON, 9650","PO BOX 132, , 9650",,,Yes,ABCDE,Q5,99,99,,Fee Charging,Urban,99,FS,NOT MOVED,441811277,441811277,502,24
442411129,2025,FS,4,KWAKWATSI S/S,OPEN,PUBLIC,ORDINARY SCHOOL,SECONDARY SCHOOL,ORDINARY,FEZILE DABI,2,STATE,STATE,DEPARTMENT OF EDUCATION & TRAINING(DET),130209,823363,3202021,,27.596538169999999,-27.229059970000002,Ngwathe,Ngwathe,2,41804000,Kwakwatsi SP,MOALUDI (Deputy),KWAKWATSI,KWAKWATSI,KOPPIES,"739 CHURCH STREET, KWAKWATSI , KWAKWATSI , KOPPIES, 9540","PO BOX 739, KWAKWATSI , 9540",,,Yes,ABCDE,Q2,99,99,,No Fee,Urban,99,FS,NOT MOVED,442411129,442411129,474,16
442411169,2025,FS,4,IPATLELENG P/S,OPEN,PUBLIC,ORDINARY SCHOOL,PRIMARY SCHOOL,ORDINARY,FEZILE DABI,2,STATE,STATE,DEPARTMENT OF EDUCATION & TRAINING(DET),130521,823368,,,27.588597360000001,-27.229823960000001,Ngwathe,Ngwathe,17,41804000,Kwakwatsi SP,MOTLOUNG,99,99,KOPPIES,"3576 New Extension, , , KOPPIES, 9540","PO BOX 128, , 9540",,,Yes,ABCDE,Q2,99,99,,No Fee,Urban,99,FS,NOT MOVED,442411169,442411169,912,25
442411185,2025,FS,4,DIBASEHOLO P/S,OPEN,PUBLIC,ORDINARY SCHOOL,PRIMARY SCHOOL,ORDINARY,FEZILE DABI,2,STATE,STATE,DEPARTMENT OF EDUCATION & TRAINING(DET),130525,823367,,,27.595507120000001,-27.229853899999998,Ngwathe,Ngwathe,2,41804000,Kwakwatsi SP,MAKHALEMELE,KWAKWATSI,KWAKWATSI,KOPPIES,"738 CHURCH STREET, KWAKWATSI, KWAKWATSI, KOPPIES, 9540","PO BOX 23, Kwakwatsi, 9540",,,Yes,ABCDE,Q2,99,99,,No Fee,Urban,99,FS,NOT MOVED,442411185,442411185,953,29
442411249,2025,FS,4,SAREL CILLIERS  C/S,OPEN,PUBLIC,ORDINARY SCHOOL,COMBINED SCHOOL,ORDINARY,FEZILE DABI,2,STATE,STATE,HOUSE OF ASSEMBLY(HOA),130220,196304,3202041,,27.571118980000001,-27.241393519999999,Ngwathe,Ngwathe,18,41803000,Koppies SP,99,99,99,KOPPIES,"Dirkie Uysstraat 3, , , KOPPIES, 9540","PO BOX 50, , 9540",,,Yes,ABCDE,Q3,99,99,,No Fee,Urban,99,FS,NOT MOVED,442411249,442411249,696,24
442506030,2025,FS,4,NTHA P/S,OPEN,PUBLIC,ORDINARY SCHOOL,PRIMARY SCHOOL,ORDINARY,FEZILE DABI,7,STATE,STATE,DEPARTMENT OF EDUCATION & TRAINING(DET),125522,822618,3202059,,27.189374699999998,-27.64771592,Moqhaka,Moqhaka,8,41702001,Constantia,PHALA (Acting),CONSTANTIA PARK,CONSTANTIA PARK,KROONSTAD,"3631 MONGANE STREET, CONSTANTIA PARK, CONSTANTIA PARK, KROONSTAD, 9503","PO BOX 5043, P O LENGAU, 9503",,,Yes,ABCDE,Q3,99,99,,No Fee,Urban,99,FS,NOT MOVED,442506030,442506030,282,13
442506077,2025,FS,4,MOEPENG P/S,OPEN,PUBLIC,ORDINARY SCHOOL,PRIMARY SCHOOL,ORDINARY,FEZILE DABI,7,STATE,STATE,DEPARTMENT OF EDUCATION & TRAINING(DET),125520,822619,,,27.203614730000002,-27.648803610000002,Moqhaka,Moqhaka,4,41701020,The Meadows SH,MOTALE,SEEISOVILLE,SEEISOVILLE,KROONSTAD,"1504 MORAKE STREET, SEEISOVILLE, SEEISOVILLE, KROONSTAD, 9503","PO BOX 5002, LENGAU, 9503",,,Yes,ABCDE,Q2,99,99,,No Fee,Urban,99,FS,NOT MOVED,442506077,442506077,521,19
442506078,2025,FS,4,KANANELO S/S,OPEN,PUBLIC,ORDINARY SCHOOL,SECONDARY SCHOOL,ORDINARY,FEZILE DABI,7,STATE,STATE,DEPARTMENT OF EDUCATION & TRAINING(DET),125208,822681,3202014,,27.198610429999999,-27.654929079999999,Moqhaka,Moqhaka,13,41702006,Phomolong,SEFUDI,PHOMOLONG,PHOMOLONG,KROONSTAD,"1563 ROBERT SELLO STREET, PHOMOLONG, PHOMOLONG, KROONSTAD, 9503","PO BOX 5044, LENGAU, 9503",,,Yes,ABCDE,Q3,99,99,,No Fee,Urban,99,FS,NOT MOVED,442506078,442506078,1127,35
442506098,2025,FS,4,RELEBOHILE P/S,OPEN,PUBLIC,ORDINARY SCHOOL,PRIMARY SCHOOL,ORDINARY,FEZILE DABI,7,STATE,STATE,DEPARTMENT OF EDUCATION & TRAINING(DET),125528,822738,,,27.182819240000001,-27.650954519999999,Moqhaka,Moqhaka,13,41701003,Constantia SH,LIPHOKO,CONSTANTIA PARK,CONSTANTIA PARK,KROONSTAD,"5209 KGIBA STREET, CONSTANTIA PARK, CONSTANTIA PARK, KROONSTAD, 9499","PO BOX 5038, LENGAU, 9499",,,Yes,ABCDE,Q3,99,99,,No Fee,Urban,99,FS,NOT MOVED,442506098,442506098,133,7
442506125,2025,FS,4,LOVEDALE P/S,OPEN,PUBLIC,ORDINARY SCHOOL,PRIMARY SCHOOL,ORDINARY,FEZILE DABI,6,STATE,STATE,DEPARTMENT OF EDUCATION & TRAINING(DET),125912,822700,,,27.16431261,-27.624584259999999,Moqhaka,Moqhaka,7,41701018,Schoongezicht SH,CALENI,GRASVELD,GRASVELD,KROONSTAD,"29 NALEDI TRUST, GRASVELD, GRASVELD, KROONSTAD, 9500","PO BOX 525, KROONSTAD, 9500",,,Yes,ABCDE,Q1,99,99,,No Fee,Urban,99,FS,NOT MOVED,442506125,442506125,222,9
442506156,2025,FS,4,REAITUMELA P/S,OPEN,PUBLIC,ORDINARY SCHOOL,PRIMARY SCHOOL,ORDINARY,FEZILE DABI,6,STATE,STATE,DEPARTMENT OF EDUCATION & TRAINING(DET),125526,822737,,,27.186357659999999,-27.64390027,Moqhaka,Moqhaka,8,41702001,Constantia,MOLAHLOE,Constantia Park,Constantia Park,KROONSTAD,"6147 Tempi Street, Constantia Park, Constantia Park, KROONSTAD, 9503","PO BOX 5083, Lengau, 9503",,,Yes,ABCDE,Q3,99,99,,No Fee,Urban,99,FS,NOT MOVED,442506156,442506156,938,30
442506169,2025,FS,4,THAKAMESO CS/S,OPEN,PUBLIC,ORDINARY SCHOOL,SECONDARY SCHOOL,COMPREHENSIVE,FEZILE DABI,7,STATE,STATE,DEPARTMENT OF EDUCATION & TRAINING(DET),125230,822679,3202046,,27.1965824,-27.64569771,Moqhaka,Moqhaka,9,41702001,Constantia,MAHLABA,CONSTANTIA,CONSTANTIA,KROONSTAD,"8812 -CORNER LUDICK AND TANG STREET CON, CONSTANTIA, CONSTANTIA, KROONSTAD, 9503","PO BOX 5105, LENGAU, 9503",,,Yes,ABCDE,Q2,99,99,,No Fee,Urban,99,FS,NOT MOVED,442506169,442506169,751,31
442506184,2025,FS,4,BOIKEMISETSO P/S,OPEN,PUBLIC,ORDINARY SCHOOL,PRIMARY SCHOOL,ORDINARY,FEZILE DABI,6,STATE,STATE,DEPARTMENT OF EDUCATION & TRAINING(DET),125503,822686,,,27.179787709999999,-27.640361070000001,Moqhaka,Moqhaka,7,41702002,Gelukwaarts,MKHWANE,CONSTANTIA PARK,CONSTANTIA PARK,KROONSTAD,"7398/9 EDGAR  PHAKOE STREET, CONSTANTIA PARK, CONSTANTIA PARK, KROONSTAD, 9499","EDGAR PHAKOE STREET 7398, KROONSTAD, 9499",,,Yes,ABCDE,Q3,99,99,,No Fee,Urban,99,FS,NOT MOVED,442506184,442506184,1281,34
