NatEmis,DataYear,Province,ProvinceCD,Official_Institution_Name,Status,Sector,Type_DoE,Phase_PED,Specialisation,EIDistrict,EICircuit,OwnerLand,OwnerBuild,ExDept,Persal_PaypointNo,Persal_ComponentNo,ExamNo,ExamCentre,GIS_Long,GIS_Lat,DMunName,LMunName,Ward_ID,SP_Code,SP_Name,Addressee,Township_Village,Suburb,Town_City,StreetAddress,PostalAddress,Email,Telephone,Section21,Section21_Function,Quintile,NAS,NodalArea,Registration_Date,NoFeeSchool,Urban_Rural,Allocation,Demarcation_From,Demarcation_To,OldNATEMIS,NewNATEMIS,Learners2025,Educators2025
200500080,2025,EC,2,CAMAGU  PRIMARY SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,PRIMARY SCHOOL,ORDINARY,ALFRED NZO EAST,Unknown,GOVERNMENT,UNKNOWN,NEW EDUCATION DEPARTMENT,14112,14112,,,-30.934170000000002,29.563469999999999,Alfred Nzo District Municipality,Mbizana Local Municipality,99,23007002,Ndakeni,MOKOATLE PC,99,99,FLAGSTAFF,"Ndakeni A/A,Flagstaff,Flagstaff,4810","P.O. BOX 1354, FLAGSTAFF, 4810,",,784524314,Yes,99,Q1,99,99,01.01.1998,No Fee,Urban,99,EC,EC,200500080,200500080,504,12
200500093,2025,EC,2,CLARKVILLE JUNIOR SECONDARY SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,PRIMARY SCHOOL,ORDINARY,ALFRED NZO EAST,Unknown,GOVERNMENT,PUBLIC,TRANSKEI,14114,14114,105047,,-30.797999999999998,29.6843,Alfred Nzo District Municipality,Mbizana Local Municipality,99,23012031,Qungebe,QHIYA ZBC,99,99,BIZANA,"Isikelo A/A,Clarkville Location,Bizana,4800","P.O. BOX 594, BIZANA, 4800,",,789966300,Yes,99,Q1,99,99,01.01.1910,No Fee,Rural,99,EC,EC,200500093,200500093,118,5
200500102,2025,EC,2,CRITCHLOW  PRIMARY SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,PRIMARY SCHOOL,ORDINARY,ALFRED NZO EAST,Unknown,GOVERNMENT,UNKNOWN,TRANSKEI,14115,14115,,,-31.07246,29.79299,Alfred Nzo District Municipality,Mbizana Local Municipality,99,23004017,Mlomekhuba,TSHAZI PP,99,99,BIZANA,"Amangutyana A/A,Mlomekhuba Location,Bizana,4800","PRIVATE BAG X 534, MBIZANA, MBIZANA, 4800",,,Yes,99,Q1,99,99,01.01.1967,No Fee,Rural,99,EC,EC,200500102,200500102,575,13
200500103,2025,EC,2,CWAKA PRIMARY SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,PRIMARY SCHOOL,ORDINARY,ALFRED NZO EAST,Unknown,GOVERNMENT,UNKNOWN,TRANSKEI,14116,14116,,,-30.91797,30.071090000000002,Alfred Nzo District Municipality,Mbizana Local Municipality,99,23009033,Mhlanga,DOTYE M,99,99,BIZANA,"Hlolweni A/A,Dangeni Location,Bizana,4800","P.O. BOX 195, BIZANA, 4800,",,768238936,Yes,99,Q1,99,99,01.01.1980,No Fee,Rural,99,EC,EC,200500103,200500103,283,8
200500117,2025,EC,2,DANGENI  PRIMARY SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,PRIMARY SCHOOL,ORDINARY,ALFRED NZO EAST,Unknown,GOVERNMENT,UNKNOWN,TRANSKEI,14117,14117,,,-31.076630000000002,29.951239999999999,Alfred Nzo District Municipality,Mbizana Local Municipality,99,23001006,Makwanteni,MLOBOTHI GM,99,MAKHWANTINI,BIZANA,"Amadiba A/A,Makhwantini Location,Bizana,4800","P.O.BOX 124, BIZANA, 4800",,736176417,Yes,99,Q1,99,99,01.01.1993,No Fee,Rural,99,EC,EC,200500117,200500117,422,10
200500124,2025,EC,2,DIAMOND JUNIOR SECONDARY SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,COMBINED SCHOOL,ORDINARY,ALFRED NZO EAST,Unknown,GOVERNMENT,UNKNOWN,TRANSKEI,14118,14118,,,-30.915479999999999,29.75299,Alfred Nzo District Municipality,Mbizana Local Municipality,99,23004007,Jali,BACA M,99,99,BIZANA,"Amangutyana A/A,Dayimani Location,Bizana,4800","P/BAG X 625, MBIZANA, 4800",,718632439,Yes,99,Q1,99,99,01.01.1969,No Fee,Rural,99,EC,EC,200500124,200500124,330,12
200500125,2025,EC,2,DIDI  PRIMARY SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,PRIMARY SCHOOL,ORDINARY,ALFRED NZO EAST,Unknown,GOVERNMENT,UNKNOWN,TRANSKEI,14119,14119,,,-30.868819999999999,29.850171,Alfred Nzo District Municipality,Mbizana Local Municipality,99,23004023,Ngcingo,NDABENI S,99,99,BIZANA,"Amangutyana A/A,Didi Location,Bizana,4800","P.O. BOX 210703, BIZANA, MBIZANA, 4800,",,833587818,Yes,99,Q2,99,99,01.01.1990,No Fee,Urban,99,EC,EC,200500125,200500125,1613,42
200500131,2025,EC,2,DLANGEZWA  PRIMARY SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,PRIMARY SCHOOL,ORDINARY,ALFRED NZO EAST,Unknown,GOVERNMENT,UNKNOWN,TRANSKEI,14120,14120,,,-31.077300000000001,29.922450000000001,Alfred Nzo District Municipality,Mbizana Local Municipality,99,23001015,Tshemese,MDATYA ZR,99,99,BIZANA,"Amadiba A/A,Dlangezwa Location,Bizana,4800","P.O. BOX 627, BIZANA, 4800,",,825873180,Yes,99,Q1,99,99,01.01.1985,No Fee,Rural,99,EC,EC,200500131,200500131,155,6
200500133,2025,EC,2,DLUNGWANA  PRIMARY SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,PRIMARY SCHOOL,ORDINARY,ALFRED NZO EAST,Unknown,GOVERNMENT,UNKNOWN,TRANSKEI,14121,14121,,,-30.792680000000001,29.81878,Alfred Nzo District Municipality,Mbizana Local Municipality,99,23012002,Dlungwana,NGQOLOSI NC,,99,BIZANA,"Isikelo Location,Bizana,Mbizana,4800","P.O. BOX 237, BIZANA, 4800,",,631426691,Yes,99,Q3,99,99,01.01.1987,No Fee,Rural,99,EC,EC,200500133,200500133,126,5
200500138,2025,EC,2,DUDUMENI SENIOR SECONDARY SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,COMBINED SCHOOL,ORDINARY,ALFRED NZO EAST,Unknown,GOVERNMENT,UNKNOWN,TRANSKEI,14122,14122,4241006,,-30.909680000000002,29.591270000000002,Alfred Nzo District Municipality,Mbizana Local Municipality,99,23010005,Dudumeni,NTOLA SE,99,BOUKUVENI,FLAGSTAFF,"Bokuveni A/A,Dudumeni Location,Bizana,4810","P.O. BOX 391, FLAGSTAFF, FLAGSTAFF, 4810,",,762074743,Yes,99,Q1,99,99,01.01.1921,No Fee,Rural,99,EC,EC,200500138,200500138,399,9
200500146,2025,EC,2,DUMILE  PRIMARY SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,PRIMARY SCHOOL,ORDINARY,ALFRED NZO EAST,Unknown,GOVERNMENT,UNKNOWN,TRANSKEI,14123,14123,,,-30.950980000000001,29.699529999999999,Alfred Nzo District Municipality,Mbizana Local Municipality,99,23010039,Rode,NTSETHE M,99,99,BIZANA,"Amandela A/A,Ndela Location,Bizana,4800","P.O. BOX 45, BIZANA, 4800,",,737514332,Yes,99,Q1,99,99,01.01.1989,No Fee,Rural,99,EC,EC,200500146,200500146,205,8
200500150,2025,EC,2,DUMSI  SECONDARY SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,SECONDARY SCHOOL,ORDINARY,ALFRED NZO EAST,Unknown,GOVERNMENT,UNKNOWN,TRANSKEI,14124,14124,4241007,,-30.77009,29.568090000000002,Alfred Nzo District Municipality,Mbizana Local Municipality,99,23005002,Dumsi,NKUBUNGU N.T (Act),,BIZANA,KOKSTAD,"Amantshangase A/A,Dumsi Location,Bizana,4800","P.O. BOX 95 , KOKSTAD, 4700,",,736820448,Yes,99,Q1,99,99,01.01.1984,No Fee,Rural,99,EC,EC,200500150,200500150,806,19
200500154,2025,EC,2,DUTYINI JUNIOR SECONDARY SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,COMBINED SCHOOL,ORDINARY,ALFRED NZO EAST,Unknown,GOVERNMENT,UNKNOWN,TRANSKEI,14125,14125,,,-30.948840000000001,29.789719999999999,Alfred Nzo District Municipality,Mbizana Local Municipality,99,23004002,Dutyini,NGCETSHANE M,99,99,BIZANA,"Amangutyana A/A,Ntsimbini Location,Mbizana,4800","P.O. BOX 21078 , BIZANA, 4800,",,736274860,Yes,99,Q1,99,99,01.01.1910,No Fee,Rural,99,EC,EC,200500154,200500154,512,14
200500156,2025,EC,2,DYIFANI JUNIOR SECONDARY SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,COMBINED SCHOOL,ORDINARY,ALFRED NZO EAST,Unknown,GOVERNMENT,UNKNOWN,TRANSKEI,14126,14126,,,-30.859780000000001,29.742760000000001,Alfred Nzo District Municipality,Mbizana Local Municipality,99,23012034,Zizityaneni,MHLELEMBANA ZG,99,99,BIZANA,"Isikelo A/A,Ludeke Holt Location,Bizana,4800","P.O. BOX 210208, BIZANA, BIZANA, 4800,",,835658956,Yes,99,Q1,99,99,01.01.1982,No Fee,Urban,99,EC,EC,200500156,200500156,373,9
200500158,2025,EC,2,EBENEZER JUNIOR SECONDARY SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,COMBINED SCHOOL,ORDINARY,ALFRED NZO EAST,Unknown,GOVERNMENT,UNKNOWN,TRANSKEI,14127,14127,,,-31.06794,30.164560000000002,Alfred Nzo District Municipality,Mbizana Local Municipality,99,23001009,Mngungundlovu,KUZWAYO EK,99,BIZANA,PORT EDWARD,"Amadiba A/A,Lurholweni Location,Bizana,4800","P.O. BOX 431, PORT EDWARD, 4295,",,788236506,Yes,99,Q3,99,99,01.01.1920,No Fee,Rural,99,EC,EC,200500158,200500158,1020,29
200500159,2025,EC,2,EBLORWENI  PRIMARY SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,PRIMARY SCHOOL,ORDINARY,ALFRED NZO EAST,Unknown,GOVERNMENT,UNKNOWN,TRANSKEI,14128,14128,,,-30.846903000000001,29.684014000000001,Alfred Nzo District Municipality,Mbizana Local Municipality,99,23012001,Bolorwheni,MADIKIZELA M,99,99,BIZANA,"Nkantolo A/A,Eblorweni Location,Bizana,4800","P.O. BOX 21059 , BIZANA, 4800,",,837722710,Yes,99,Q1,99,99,01.01.1994,No Fee,Rural,99,EC,EC,200500159,200500159,310,8
200500167,2025,EC,2,ELITYENI JUNIOR SECONDARY SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,PRIMARY SCHOOL,ORDINARY,ALFRED NZO EAST,Unknown,GOVERNMENT,UNKNOWN,TRANSKEI,14129,14129,,,-31.011970000000002,29.91386,Alfred Nzo District Municipality,Mbizana Local Municipality,99,23001016,Tyeni,NTOYI PP,99,99,BIZANA,"Amadiba A/A,Elityeni Location,Bizana,4800","P.O. BOX 942, BIZANA, PORT EDWARD, 4800,",,718111580,Yes,99,Q1,99,99,01.01.1984,No Fee,Rural,99,EC,EC,200500167,200500167,251,7
200500173,2025,EC,2,ELUTHULINI  PRIMARY SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,PRIMARY SCHOOL,ORDINARY,ALFRED NZO EAST,Unknown,GOVERNMENT,PUBLIC,TRANSKEI,14130,14130,105051,,-31.011710000000001,29.767779999999998,Alfred Nzo District Municipality,Mbizana Local Municipality,99,23004011,Luthulini,MADIKIZELA S,99,99,BIZANA,"Amangutyana A/A,Luthulini Location ,Bizana,4800","ELUTHULINI J.S.S, 568, BIZANA, 4800",,834763497,Yes,99,Q1,99,99,01.01.1921,No Fee,Rural,99,EC,EC,200500173,200500173,507,13
200500175,2025,EC,2,EMABHEKUTENI JUNIOR SECONDARY SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,COMBINED SCHOOL,ORDINARY,ALFRED NZO EAST,Unknown,GOVERNMENT,UNKNOWN,TRANSKEI,14131,14131,,,-31.11036,29.817419999999998,Alfred Nzo District Municipality,Mbizana Local Municipality,99,23006003,KwaNduna,GEBE MB,99,99,BIZANA,"Amakhanyayo A/A,Emabhekuteni Location ,Bizana,4800","P.O. BOX 210448, BIZANA, BIZANA, 4800,",,,Yes,99,Q1,99,99,01.01.1984,No Fee,Rural,99,EC,EC,200500175,200500175,204,5
200500183,2025,EC,2,EMAZWENI  PRIMARY SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,PRIMARY SCHOOL,ORDINARY,ALFRED NZO EAST,Unknown,GOVERNMENT,UNKNOWN,NEW EDUCATION DEPARTMENT,14132,14132,,,-30.83877,29.708739999999999,Alfred Nzo District Municipality,Mbizana Local Municipality,99,23012011,Ludeke,MXHELWANA LS,99,99,BIZANA,"Ludeke Mission,Esikhumbeni A/A,Bizana,4800","P.O. BOX 210226, BIZANA, 4800",,678680169,Yes,99,Q1,99,99,01.01.1994,No Fee,Rural,99,EC,EC,200500183,200500183,338,9
200500184,2025,EC,2,EMBANDANA  PRIMARY SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,PRIMARY SCHOOL,ORDINARY,ALFRED NZO EAST,Unknown,GOVERNMENT,UNKNOWN,TRANSKEI,14133,14133,,,-30.876349999999999,30.022559999999999,Alfred Nzo District Municipality,Mbizana Local Municipality,99,23009038,Mpambayoni,FAKELA NV,99,BIZANA,REDOUBT,"Imizizi A/A,Mnyaka Location,Bizana,4800","P.O. BOX 177, REDOUBT, BIZANA, 4801,",,786966698,Yes,99,Q1,99,99,31.12.1899,No Fee,Rural,99,EC,EC,200500184,200500184,95,5
200500186,2025,EC,2,EMBOBENI  PRIMARY SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,PRIMARY SCHOOL,ORDINARY,ALFRED NZO EAST,Unknown,GOVERNMENT,UNKNOWN,TRANSKEI,14134,14134,,,-30.768599999999999,29.76923,Alfred Nzo District Municipality,Mbizana Local Municipality,99,23012015,Mbobeni,SPENCER ZA,99,EMBOBENI,BIZANA,"Isikelo A/A ,Embobeni Location,Bizana,4800","P.O. BOX 210516, BIZANA, BIZANA, 4800,",,721284520,Yes,99,Q2,99,99,31.12.1899,No Fee,Urban,99,EC,EC,200500186,200500186,264,8
200500188,2025,EC,2,EMDENI JUNIOR SECONDARY SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,COMBINED SCHOOL,ORDINARY,ALFRED NZO EAST,Unknown,GOVERNMENT,UNKNOWN,TRANSKEI,14136,14136,,,-30.849170000000001,29.739439999999998,Alfred Nzo District Municipality,Mbizana Local Municipality,99,23012011,Ludeke,HLOPHE BW,99,99,BIZANA,"Isikelo A/A,Ludeke Location ,Bizana,4800","P.O. BOX 210517, MBIZANA, 4800,",,719082499,Yes,99,Q2,99,99,01.01.1985,No Fee,Urban,99,EC,EC,200500188,200500188,1008,27
200500189,2025,EC,2,EMDIKISWENI JUNIOR SECONDARY SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,PRIMARY SCHOOL,ORDINARY,ALFRED NZO EAST,Unknown,GOVERNMENT,UNKNOWN,TRANSKEI,14137,14137,,,-31.007560000000002,29.696840000000002,Alfred Nzo District Municipality,Mbizana Local Municipality,99,23010027,Mdikiso,NTLAKA NA,99,99,FLAGSTAFF,"Qasa A/A,Emdikisweni Location,Bizana,4810","P.O. BOX 64 , FLAGSTAFF, 4810,",,835899576,Yes,99,Q1,99,99,01.01.1969,No Fee,Rural,99,EC,EC,200500189,200500189,315,9
200500191,2025,EC,2,EMGODINI  PRIMARY SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,PRIMARY SCHOOL,ORDINARY,ALFRED NZO EAST,Unknown,GOVERNMENT,UNKNOWN,TRANSKEI,14138,14138,,,-31.01408,29.609210000000001,Alfred Nzo District Municipality,Mbizana Local Municipality,99,23010010,Galatyeni,MTHAKASI B,99,FLAGSTAFF,BIZANA,"Thekwini A/A,Thekwini Location,Bizana,4800","P.O. BOX 566, FLAGSTAFF, FLAGSTAFF, 4810,",,767072369,Yes,99,Q1,99,99,01.01.1986,No Fee,Rural,99,EC,EC,200500191,200500191,483,14
200500192,2025,EC,2,EMHLANGA PRIMARY SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,PRIMARY SCHOOL,ORDINARY,ALFRED NZO EAST,Unknown,GOVERNMENT,UNKNOWN,TRANSKEI,14139,14139,,,-30.854099999999999,29.88588,Alfred Nzo District Municipality,Mbizana Local Municipality,99,23011001,Mhlanga,RAMATHE T,99,99,BIZANA,"Ntshamathe A/A,Mhlanga Location,Bizana,4800","EMHLANGA J.S.S, 210241, BIZANA, 4800",,834779263,Yes,99,Q3,99,99,01.01.1971,No Fee,Urban,99,EC,EC,200500192,200500192,280,9
200500196,2025,EC,2,EMTAMVUNA JUNIOR SECONDARY SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,COMBINED SCHOOL,ORDINARY,ALFRED NZO EAST,Unknown,GOVERNMENT,UNKNOWN,TRANSKEI,14140,14140,,,-30.747170000000001,29.823640000000001,Alfred Nzo District Municipality,Mbizana Local Municipality,99,23012022,Mtamvuma,THEKU Z,99,99,BIZANA,"Isikelo A/A,Mtamvuna Location,Bizana,4800","EMTAMVUNA J.S.S, P.O. BOX 20 BIZANA, 4800",,832907971,Yes,99,Q1,99,99,01.01.1938,No Fee,Rural,99,EC,EC,200500196,200500196,199,11
200500205,2025,EC,2,ENQABENI  SECONDARY SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,SECONDARY SCHOOL,ORDINARY,ALFRED NZO EAST,Unknown,GOVERNMENT,UNKNOWN,TRANSKEI,14141,14141,4241008,,-30.890519999999999,29.678170000000001,Alfred Nzo District Municipality,Mbizana Local Municipality,99,23010030,Nhanezwe,MAYEZA PN,99,99,FLAGSTAFF,"Enqabeni A/A,Enqabeni Location,Flagstaff,4810","P.O. BOX 424, FLAGSTAFF, FLAGSTAFF, 4810,",,769418445,Yes,99,Q1,99,99,01.01.1920,No Fee,Rural,99,EC,EC,200500205,200500205,1037,30
200500208,2025,EC,2,ENYANISWENI  SECONDARY SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,SECONDARY SCHOOL,ORDINARY,ALFRED NZO EAST,Unknown,GOVERNMENT,UNKNOWN,TRANSKEI,14315,14315,4241036,,-30.896799999999999,29.791350000000001,Alfred Nzo District Municipality,Mbizana Local Municipality,99,23004006,Esiqikini,HLANZWA B,99,99,BIZANA,"Monti A/A,Bizana,Bizana,4800","P.O. BOX 210309, BIZANA, 4800,",,726807051,Yes,99,Q2,99,99,01.01.1925,No Fee,Urban,99,EC,EC,200500208,200500208,1396,33
200500211,2025,EC,2,ESIGODLWENI JUNIOR SECONDARY SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,PRIMARY SCHOOL,ORDINARY,ALFRED NZO EAST,Unknown,GOVERNMENT,UNKNOWN,TRANSKEI,14142,14142,,,-31.045280000000002,29.695139999999999,Alfred Nzo District Municipality,Mbizana Local Municipality,99,23010040,Sigodlweni,NKAINKAI GC,99,99,FLAGSTAFF,"Qasa A/A,Sigodlweni Location,Bizana,4810","P.O.BOX 57, FLAGSTAFF, 4810",,792950476,Yes,99,Q1,99,99,01.01.1986,No Fee,Rural,99,EC,EC,200500211,200500211,431,14
200500216,2025,EC,2,ESINYAMENI  PRIMARY SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,PRIMARY SCHOOL,ORDINARY,ALFRED NZO EAST,Unknown,GOVERNMENT,UNKNOWN,TRANSKEI,14143,14143,,,-30.705570000000002,29.5732,Alfred Nzo District Municipality,Mbizana Local Municipality,99,23013001,Gudlintaba,XABA NG,99,99,MOUNT AYLIFF,"Nqutu A/A,Goxe A/A,Bizana,4735","P.O.BOX 1245, KOKSTAD, KOKSTAD, 4700",,,Yes,99,Q1,99,99,01.01.1988,No Fee,Rural,99,EC,EC,200500216,200500216,147,4
200500217,2025,EC,2,ESITOFINI  PRIMARY SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,PRIMARY SCHOOL,ORDINARY,ALFRED NZO EAST,Unknown,GOVERNMENT,UNKNOWN,TRANSKEI,14144,14144,,,-30.932919999999999,29.8184,Alfred Nzo District Municipality,Mbizana Local Municipality,99,23004002,Dutyini,THAYI A,99,BIZANA,MBIZANA,"Amangutyana A/A,Ntsimbini Location,Bizana,4800","P.O. BOX 228, BIZANA, 4800,",,787681095,Yes,99,Q2,99,99,01.01.1986,No Fee,Rural,99,EC,EC,200500217,200500217,154,7
