NatEmis,DataYear,Province,ProvinceCD,Official_Institution_Name,Status,Sector,Type_DoE,Phase_PED,Specialisation,EIDistrict,EICircuit,OwnerLand,OwnerBuild,ExDept,Persal_PaypointNo,Persal_ComponentNo,ExamNo,ExamCentre,GIS_Long,GIS_Lat,DMunName,LMunName,Ward_ID,SP_Code,SP_Name,Addressee,Township_Village,Suburb,Town_City,StreetAddress,PostalAddress,Email,Telephone,Section21,Section21_Function,Quintile,NAS,NodalArea,Registration_Date,NoFeeSchool,Urban_Rural,Allocation,Demarcation_From,Demarcation_To,OldNATEMIS,NewNATEMIS,Learners2025,Educators2025
300011402,2025,NC,3,HOËRSKOOL NOORD-KAAP,OPEN,PUBLIC,ORDINARY SCHOOL,SECONDARY SCHOOL,ORDINARY,FRANCES BAARD (FB),Unknown,DOE NORTHERN CAPE,PUBLIC,HOUSE OF ASSEMBLY(HOA),,,,,-287512,2475046,FRANCES BAARD DISTRICT MUNICIPALITY,SOL PLAATJIE LOCAL MUNICIPALITY,99,99,NEW PARK,HJ   BRAND,99,NULL,KIMBERLEY,"HAYSTON ROAD, NEWPARK, KIMBERLEY, 8301",PRIVATE BAG X5060 KIMBERLEY 8306,,538321012,YES,ABCD,Q5,N,99,08.04.1900,Fee Charging,URBAN,99,NC,Not Moved,0,300011402,1203,47
300011403,2025,NC,3,KIMBERLEY GIRLS HIGH SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,SECONDARY SCHOOL,ORDINARY,FRANCES BAARD (FB),Unknown,DOE NORTHERN CAPE,PUBLIC,HOUSE OF ASSEMBLY(HOA),,,,,-2874784,2477821,FRANCES BAARD DISTRICT MUNICIPALITY,SOL PLAATJIE LOCAL MUNICIPALITY,99,99,BELGRAVIA,HF   HUGO,99,NULL,KIMBERLEY,"ELSMERE ROAD, BELGRAVIA, KIMBERLEY, 8301",PO BOX 359 KIMBERLEY 8300,,538321275,YES,ABCD,Q5,N,99,08.04.1900,Fee Charging,URBAN,99,NC,Not Moved,0,300011403,1052,44
300011405,2025,NC,3,TSWELOPELE SECONDARY SCHOOL (Matla-a-Kitso),OPEN,INDEPENDENT,ORDINARY SCHOOL,SECONDARY SCHOOL,ORDINARY,FRANCES BAARD (FB),Unknown,DOE NORTHERN CAPE,PUBLIC,UNKNOWN,,,,,-2874331,2471424,FRANCES BAARD DISTRICT MUNICIPALITY,SOL PLAATJIE LOCAL MUNICIPALITY,99,99,NULL,. NAMPALA,99,NULL,KIMBERLEY,8301,PRIVATE BAG X 6008 KIMBERLEY 8301,,833111276,99,99,N/A,99,99,08.04.1900,Fee Charging,NULL,99,NC,Not Moved,0,300011405,73,11
300011501,2025,NC,3,HOËR TEGNIESE SKOOL KIMBERLEY,OPEN,PUBLIC,ORDINARY SCHOOL,SECONDARY SCHOOL,TECHNICAL,FRANCES BAARD (FB),Unknown,DOE NORTHERN CAPE,PUBLIC,HOUSE OF ASSEMBLY(HOA),,,,,-2875337,2474605,FRANCES BAARD DISTRICT MUNICIPALITY,SOL PLAATJIE LOCAL MUNICIPALITY,99,99,KESTELHOF,MS   VAN BLERK,99,NULL,KIMBERLEY,"25 CRONIN ROAD, HADISON PARK, KIMBERLEY, 8306",PRIVATE BAG X6003 KIMBERLEY 8306,,,YES,ABCD,Q5,N,99,08.04.1900,Fee Charging,URBAN,99,NC,Not Moved,0,300011501,858,43
300012203,2025,NC,3,FLOORS NORTH PRIMARY SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,PRIMARY SCHOOL,ORDINARY,FRANCES BAARD (FB),Unknown,DOE NORTHERN CAPE,PUBLIC,HOUSE OF REPRESENTATIVES(HOR),,,,,-2871485,2476537,FRANCES BAARD DISTRICT MUNICIPALITY,SOL PLAATJIE LOCAL MUNICIPALITY,99,99,FLORIANVILLE/FLOORS,J   SCHOEMAN,99,NULL,KIMBERLEY,"MAPLE ROAD, FLORIANVILLE, KIMBERLEY, 8301",PO BOX 2092 KIMBERLEY 8300,,538741271,YES,ABCD,Q4,N,99,08.04.1900,Fee Charging,URBAN,99,NC,Not Moved,0,300012203,400,17
300012206,2025,NC,3,LAERSKOOL ANDALUSIA,OPEN,PUBLIC,ORDINARY SCHOOL,PRIMARY SCHOOL,ORDINARY,FRANCES BAARD (FB),Unknown,DOE NORTHERN CAPE,PUBLIC,HOUSE OF ASSEMBLY(HOA),,,,,-2791223,2484142,FRANCES BAARD DISTRICT MUNICIPALITY,PHOKWANE LOCAL MUNICIPALITY,99,99,HARTSWATER NU,JS   NEL,99,99,JAN KEMPDORP,"KERK STREET, JANKEMPDORP, JAN KEMPDORP, 8550",PO BOX 67 JAN KEMPDORP 8550,,534561728,YES,ABCD,Q4,N,99,08.04.1900,Fee Charging,RURAL,99,NC,Not Moved,0,300012206,517,20
300012207,2025,NC,3,KEVIN NKOANE PRIMARY SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,PRIMARY SCHOOL,ORDINARY,FRANCES BAARD (FB),Unknown,DOE NORTHERN CAPE,PUBLIC,HOUSE OF ASSEMBLY(HOA),,,,,-287376,2473748,FRANCES BAARD DISTRICT MUNICIPALITY,SOL PLAATJIE LOCAL MUNICIPALITY,99,99,VERWOERD PARK,DI   LANGFORD,99,NULL,KIMBERLEY,"HOWIE STREET, VERWOERD PARK, KIMBERLY, 8301",PO BOX 110346 KIMBERLEY 8301,,538614863,YES,ABCD,Q4,N,99,08.04.1900,Fee Charging,URBAN,99,NC,Not Moved,0,300012207,1464,42
300012208,2025,NC,3,VOORSPOED PRIMARY SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,PRIMARY SCHOOL,ORDINARY,FRANCES BAARD (FB),Unknown,DOE NORTHERN CAPE,PUBLIC,HOUSE OF ASSEMBLY(HOA),,,,,-276765,2476885,FRANCES BAARD DISTRICT MUNICIPALITY,PHOKWANE LOCAL MUNICIPALITY,99,99,BONITA PARK,PC CRONJE,NULL,99,HARTSWATER,"6 TAUNG MAGOGONG, 8575",PO BOX 176 MAGOGONG 8575,,729704019,YES,ABCD,Q4,N,99,08.04.1900,Fee Charging,RURAL,99,NC,Not Moved,0,300012208,951,36
300012210,2025,NC,3,MOTSWEDITHUTO INTERMEDIATE SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,INTERMEDIATE SCHOOL,ORDINARY,FRANCES BAARD (FB),Unknown,FARM,PUBLIC,DEPARTMENT OF EDUCATION & TRAINING(DET),,,,,-2772115,2477906,FRANCES BAARD DISTRICT MUNICIPALITY,PHOKWANE LOCAL MUNICIPALITY,99,99,NULL,KV NKUKANE,99,99,HARTSWATER,"1168 PLOT, VAALHARTS, HARTSWATER, 8570",PO BOX 2067 HARTSWATER 8570,,823886366,YES,BC,Q3,N,99,08.04.1900,Fee Charging,RURAL,99,NC,Not Moved,0,300012210,458,17
300012212,2025,NC,3,PROGRESS PRIMARY SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,PRIMARY SCHOOL,ORDINARY,FRANCES BAARD (FB),Unknown,DOE NORTHERN CAPE,PUBLIC,HOUSE OF REPRESENTATIVES(HOR),,,,,-2871945,2476181,FRANCES BAARD DISTRICT MUNICIPALITY,SOL PLAATJIE LOCAL MUNICIPALITY,99,99,FLORIANVILLE/FLOORS,CG JAMPIES,99,NULL,KIMBERLEY,"ALFRED STREET, COLVILLE EXT, KIMBERLEY, 8301",ALFRED STREET KIMBERLEY 8301,,538321579,YES,ABCD,Q4,N,99,08.04.1900,Fee Charging,URBAN,99,NC,Not Moved,0,300012212,735,25
300012216,2025,NC,3,TADCASTER INTERMEDIATE SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,INTERMEDIATE SCHOOL,ORDINARY,FRANCES BAARD (FB),Unknown,FARM,PUBLIC,DEPARTMENT OF EDUCATION & TRAINING(DET),,,,,-279015,248085,FRANCES BAARD DISTRICT MUNICIPALITY,PHOKWANE LOCAL MUNICIPALITY,99,99,HARTSWATER NU,E TSINYANE,99,NULL,TADCASTER,"TADCASTER, TADCASTER JAN KEMPDORP, JAN KEMPDORP, 8570",PO BOX 1032 HARTSWATER 8550,,729704019,YES,ACD,Q2,N,99,08.04.1900,Fee Charging,RURAL,99,NC,Not Moved,0,300012216,312,10
300012217,2025,NC,3,TAUDIARORA PRIMARY SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,PRIMARY SCHOOL,ORDINARY,FRANCES BAARD (FB),Unknown,FARM,PUBLIC,DEPARTMENT OF EDUCATION & TRAINING(DET),,,,,-2794514,2483227,FRANCES BAARD DISTRICT MUNICIPALITY,PHOKWANE LOCAL MUNICIPALITY,99,99,BLYVOORUITSIG,N TSOAI,99,99,JAN KEMPDORP,"78 PROEF FARM, PROEFPLAAS, JAN KEMPDORP, 8550",PRIVATE BAG X9 JAN KEMPDORP 8550,,534560084,YES,C,Q3,N,99,08.04.1900,Fee Charging,RURAL,99,NC,Not Moved,0,300012217,158,8
300012219,2025,NC,3,TSHIAMO PRIMARY SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,PRIMARY SCHOOL,ORDINARY,FRANCES BAARD (FB),Unknown,DOE NORTHERN CAPE,PUBLIC,DEPARTMENT OF EDUCATION & TRAINING(DET),,,,,-2870945,24721,FRANCES BAARD DISTRICT MUNICIPALITY,SOL PLAATJIE LOCAL MUNICIPALITY,99,99,VERGENOEG,NL  L MOTLHABA,NULL,NULL,KIMBERLEY,"144 RAMATSELA STREET, VERGENOEG, KIMBERLEY, 8345",PO BOX 9026 KIMBERLEY 8345,,538714289,YES,AD,Q2,Y,99,08.04.1900,Fee Charging,URBAN,99,NC,Not Moved,0,300012219,848,26
300012220,2025,NC,3,WATERWORKS PRIMARY SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,PRIMARY SCHOOL,ORDINARY,FRANCES BAARD (FB),Unknown,DOE NORTHERN CAPE,PUBLIC,DEPARTMENT OF EDUCATION & TRAINING(DET),,,,,-2851977,2469688,FRANCES BAARD DISTRICT MUNICIPALITY,SOL PLAATJIE LOCAL MUNICIPALITY,99,99,KIMBERLEY NU,EA SUIPERS,99,NULL,KIMBERLEY,"WATER WORKS PLANT, RIVERTON, KIMBERLEY, 8300",PO BOX 2163 KIMBERLEY 8300,,538320624,YES,C,Q3,N,99,08.04.1900,Fee Charging,RURAL,99,NC,Not Moved,0,300012220,100,5
300012301,2025,NC,3,BARKLY WEST HIGH SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,INTERMEDIATE SCHOOL,ORDINARY,FRANCES BAARD (FB),Unknown,DOE NORTHERN CAPE,PUBLIC,HOUSE OF REPRESENTATIVES(HOR),,,,,-2852621,2450956,FRANCES BAARD DISTRICT MUNICIPALITY,DIKGATLONG LOCAL MUNICIPALITY,99,99,DE BEERSHOOGTE,B JAMMER,99,NULL,BARKLY WES,"DAHLIA STREET, DEBEERSHOOGTE, BARKLY WEST, 8375",PO BOX 87 BARKLY WES 8375,,535310529,YES,ABCD,Q3,N,99,08.04.1900,Fee Charging,RURAL,99,NC,Not Moved,0,300012301,619,22
300012302,2025,NC,3,DL JANSEN PRIMÊRE SKOOL,OPEN,PUBLIC,ORDINARY SCHOOL,PRIMARY SCHOOL,ORDINARY,FRANCES BAARD (FB),Unknown,DOE NORTHERN CAPE,PUBLIC,HOUSE OF REPRESENTATIVES(HOR),,,,,-2832613,2469057,FRANCES BAARD DISTRICT MUNICIPALITY,DIKGATLONG LOCAL MUNICIPALITY,99,99,NULL,BW MARSH,99,NULL,WINDSORTON,"1 LONG STREET, HEBRON PARK, WINDSORTON, 8510",PO BOX 9 WINDSORTON 8510,,535510319,YES,BCD,Q1,N,99,08.04.1900,No Fee,RURAL,99,NC,Not Moved,0,300012302,1100,37
300012304,2025,NC,3,REAKANTSWE SECONDARY SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,SECONDARY SCHOOL,ORDINARY,FRANCES BAARD (FB),Unknown,DOE NORTHERN CAPE,PUBLIC,DEPARTMENT OF EDUCATION & TRAINING(DET),,,,,-2833654,2469337,FRANCES BAARD DISTRICT MUNICIPALITY,DIKGATLONG LOCAL MUNICIPALITY,99,99,NULL,WS W.S  NGWENZA,NULL,99,WINDSORTON,"252 MOTHIBI STREET, KUTLWANO, WINSORTON, 8510",PO BOX 2179 WINDSORTON 8510,,824427758,YES,ACD,Q1,N,99,08.04.1900,No Fee,RURAL,99,NC,Not Moved,0,300012304,558,22
300012401,2025,NC,3,HOËRSKOOL ADAMANTIA,OPEN,PUBLIC,ORDINARY SCHOOL,SECONDARY SCHOOL,ORDINARY,FRANCES BAARD (FB),Unknown,DOE NORTHERN CAPE,PUBLIC,HOUSE OF ASSEMBLY(HOA),,,,,-287474,24759,FRANCES BAARD DISTRICT MUNICIPALITY,SOL PLAATJIE LOCAL MUNICIPALITY,99,99,NEW PARK,IJ HENDRICKSE,99,NULL,KIMBERLEY,"BLACK STREET, NEWPARK, KIMBERLEY, 8301",PO BOX 110595 KIMBERLEY 8306,,538614469,YES,ABCD,Q5,N,99,08.04.1900,Fee Charging,URBAN,99,NC,Not Moved,0,300012401,692,29
300012402,2025,NC,3,HOMEVALE SECONDARY SCHOOL NR 1,OPEN,PUBLIC,ORDINARY SCHOOL,SECONDARY SCHOOL,ORDINARY,FRANCES BAARD (FB),Unknown,DOE NORTHERN CAPE,PUBLIC,HOUSE OF REPRESENTATIVES(HOR),,,,,-2868767,247345,FRANCES BAARD DISTRICT MUNICIPALITY,SOL PLAATJIE LOCAL MUNICIPALITY,99,99,KIMBERLEY NU,CN FERRIS,99,NULL,KIMBERLEY,"14 TH STREET, HOMEVALE, KIMBERLEY, 8300",PO BOX 1544 KIMBERLEY 8300,,538741562,YES,ACD,Q3,N,99,08.04.1900,Fee Charging,URBAN,99,NC,Not Moved,0,300012402,768,28
300012403,2025,NC,3,THABANE HIGH SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,SECONDARY SCHOOL,ORDINARY,FRANCES BAARD (FB),Unknown,DOE NORTHERN CAPE,PUBLIC,DEPARTMENT OF EDUCATION & TRAINING(DET),,,,,-2871058,2472151,FRANCES BAARD DISTRICT MUNICIPALITY,SOL PLAATJIE LOCAL MUNICIPALITY,99,99,TSHWARAGANYO,NT MGUYE,NULL,NULL,KIMBERLEY,"145 NOBENGULA STREET, GALESHEWE, KIMBERLEY, 8345",PO BOX 9022 KIMBERLEY 8345,,823088507,YES,ABCD,Q2,Y,99,08.04.1900,Fee Charging,URBAN,99,NC,Not Moved,0,300012403,1099,36
300012404,2025,NC,3,VUYOLWETHU SECONDARY SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,SECONDARY SCHOOL,ORDINARY,FRANCES BAARD (FB),Unknown,DOE NORTHERN CAPE,PUBLIC,DEPARTMENT OF EDUCATION & TRAINING(DET),,,,,-2872127,2471191,FRANCES BAARD DISTRICT MUNICIPALITY,SOL PLAATJIE LOCAL MUNICIPALITY,99,99,IPELENG CELL 1,JT MR DR BONTSI,NULL,NULL,KIMBERLEY,"205 LETSHOLO STREET, IPELENG, KIMBERLEY, 8346",PO BOX 9192 KIMBERLEY 8345,,538721600,YES,ABCD,Q2,Y,99,08.04.1900,Fee Charging,URBAN,99,NC,Not Moved,0,300012404,1478,48
300012601,2025,NC,3,HOËR LANDBOUSKOOL NOORD-KAAPLAND,OPEN,PUBLIC,ORDINARY SCHOOL,SECONDARY SCHOOL,AGRICULTURAL,FRANCES BAARD (FB),Unknown,DOE NORTHERN CAPE,PUBLIC,HOUSE OF ASSEMBLY(HOA),,,,,-2790433,248615,FRANCES BAARD DISTRICT MUNICIPALITY,PHOKWANE LOCAL MUNICIPALITY,99,99,CHRISTIANA NU,AH OLIVIER,99,99,JAN KEMPDORP,"3 PETSEELLA JAN KEMPDORP, 8550",PRIVATE BAG X3 JAN KEMPDORP 8550,,534560424,YES,ABCD,Q5,N,99,08.04.1900,Fee Charging,RURAL,99,NC,Not Moved,0,300012601,259,18
300013201,2025,NC,3,BARKLY WES PRIMÊRE SKOOL,OPEN,PUBLIC,ORDINARY SCHOOL,PRIMARY SCHOOL,ORDINARY,FRANCES BAARD (FB),Unknown,DOE NORTHERN CAPE,PUBLIC,HOUSE OF REPRESENTATIVES(HOR),,,,,-2852358,2450931,FRANCES BAARD DISTRICT MUNICIPALITY,DIKGATLONG LOCAL MUNICIPALITY,99,99,DE BEERSHOOGTE,WT  CHABALALA,99,NULL,BARKLY WES,"IRIS STREET, DEBEERSHOOGTE, BARKLY WEST, 8375",PO BOX 596 BARKLY WES 8375,,535310435,YES,ACD,Q3,N,99,08.04.1900,Fee Charging,RURAL,99,NC,Not Moved,0,300013201,1142,35
300013202,2025,NC,3,BARKLY WEST HIGHER PRIMARY SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,PRIMARY SCHOOL,ORDINARY,FRANCES BAARD (FB),Unknown,DOE NORTHERN CAPE,PUBLIC,DEPARTMENT OF EDUCATION & TRAINING(DET),,,,,-2853502,2450072,FRANCES BAARD DISTRICT MUNICIPALITY,DIKGATLONG LOCAL MUNICIPALITY,99,99,NULL,R J MR TLHOMELANG,NULL,99,BARKLY WES,"2099 MAKENA STREET, MATALENG, BARKLY WEST, 8375",PO BOX 6 BARKLY WES 8375,,723425882,YES,AC,Q3,N,99,08.04.1900,Fee Charging,RURAL,99,NC,Not Moved,0,300013202,839,26
300013203,2025,NC,3,GN PRESSLY INTERMEDIÊRE SKOOL,OPEN,PUBLIC,ORDINARY SCHOOL,INTERMEDIATE SCHOOL,ORDINARY,FRANCES BAARD (FB),Unknown,DOE NORTHERN CAPE,PUBLIC,HOUSE OF REPRESENTATIVES(HOR),,,,,-2846164,2438515,FRANCES BAARD DISTRICT MUNICIPALITY,DIKGATLONG LOCAL MUNICIPALITY,99,99,LONGLANDS,RA   LANGEVELD,99,NULL,LONGLANDS,"FORLORN HOPE LONGLANDS, 8376",POSKANTOOR LONGLANDS 8376,,535320001,YES,BC,Q2,N,99,08.04.1900,No Fee,RURAL,99,NC,Not Moved,0,300013203,538,19
300013205,2025,NC,3,HERLEAR PRIMARY SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,PRIMARY SCHOOL,ORDINARY,FRANCES BAARD (FB),Unknown,DOE NORTHERN CAPE,PUBLIC,HOUSE OF ASSEMBLY(HOA),,,,,-2874742,2478591,FRANCES BAARD DISTRICT MUNICIPALITY,SOL PLAATJIE LOCAL MUNICIPALITY,99,99,HERLEAR,JL STRYDOM,99,NULL,KIMBERLEY,"OLYMPIA STREET, HERLEAR, KIMBERLEY, 8301",OLYMPIA STREET KIMBERLEY 8301,,538317267,YES,ABCD,Q5,N,99,08.04.1900,Fee Charging,URBAN,99,NC,Not Moved,0,300013205,576,22
300013207,2025,NC,3,LAERSKOOL HARTSVAAL,OPEN,PUBLIC,ORDINARY SCHOOL,PRIMARY SCHOOL,ORDINARY,FRANCES BAARD (FB),Unknown,DOE NORTHERN CAPE,PUBLIC,HOUSE OF ASSEMBLY(HOA),,,,,-279756,2476841,FRANCES BAARD DISTRICT MUNICIPALITY,PHOKWANE LOCAL MUNICIPALITY,99,99,GANSPAN NEDERSETTING,JCJ NELL,99,NULL,JAN KEMPDORP,"GERT LUBBE HOOF ROAD, GANSPAN, JAN KEMPDORP, 8550",PO BOX 940 JAN KEMPDORP 8550,,731649594,YES,ABCD,Q2,N,99,08.04.1900,Fee Charging,RURAL,99,NC,Not Moved,0,300013207,600,20
300013209,2025,NC,3,STAATS PRIMARY SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,PRIMARY SCHOOL,ORDINARY,FRANCES BAARD (FB),Unknown,DOE NORTHERN CAPE,PUBLIC,HOUSE OF ASSEMBLY(HOA),,,,,-2875839,2477174,FRANCES BAARD DISTRICT MUNICIPALITY,SOL PLAATJIE LOCAL MUNICIPALITY,99,99,HERLEAR,GW  VAN HEERDEN,99,NULL,KIMBERLEY,"1 BOWEN STREET, KLISSERVILLE, KIMBERLEY, 8301",BOWENSTRAAT KIMBERLEY 8301,,538312036,YES,ABCD,Q5,N,99,08.04.1900,Fee Charging,URBAN,99,NC,Not Moved,0,300013209,940,38
