NatEmis,DataYear,Province,ProvinceCD,Official_Institution_Name,Status,Sector,Type_DoE,Phase_PED,Specialisation,EIDistrict,EICircuit,OwnerLand,OwnerBuild,ExDept,Persal_PaypointNo,Persal_ComponentNo,ExamNo,ExamCentre,GIS_Long,GIS_Lat,DMunName,LMunName,Ward_ID,SP_Code,SP_Name,Addressee,Township_Village,Suburb,Town_City,StreetAddress,PostalAddress,Email,Telephone,Section21,Section21_Function,Quintile,NAS,NodalArea,Registration_Date,NoFeeSchool,Urban_Rural,Allocation,Demarcation_From,Demarcation_To,OldNATEMIS,NewNATEMIS,Learners2025,Educators2025
800004754,2025,MP,8,GLORY HILL PRIMARY SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,PRIMARY SCHOOL,FULL SERVICE SCHOOL,BOHLABELA,Unknown,GOVERNMENT,UNKNOWN,UNKNOWN,501602,501602,,,30.836500000000001,-24.937169999999998,EHLANZENI DISTRICT MUNICIPALITY,THABA CHWEU LOCAL MUNICIPALITY,10,99,99,MR DJ ROSSOUW,GRASKOP,GRASKOP,GRASKOP,"HOUSE NO 3, CHURCH STREET , GRASKOP, 1270",CHURCH STREET 01 GRASKOP GRASKOP 1270,,137671101,YES,99,Q4,99,99,,Fee Charging,99,99,MP,MP,0,800004754,733,23
800005165,2025,MP,8,LYDENBURG CHRISTIAN PRIVATE SCHOOL,OPEN,Independent,ORDINARY SCHOOL,COMBINED SCHOOL,ORDINARY,BOHLABELA,Unknown,CHURCH,UNKNOWN,UNKNOWN,501509,501509,,,30.471540000000001,-25.10192,EHLANZENI DISTRICT MUNICIPALITY,THABA CHWEU LOCAL MUNICIPALITY,1,99,99,99,99,MASHISHING,MASHISHING,"Plot 461, Keet Street, , Lydenburg, 1120",PO BOX 759 Lydenburg 1120,,132353432,YES,99,N/A,99,99,,Fee Charging,99,99,MP,MP,0,800005165,73,11
800005363,2025,MP,8,LYDENBURG AKADEMIE,OPEN,Independent,ORDINARY SCHOOL,COMBINED SCHOOL,ORDINARY,BOHLABELA,Unknown,TRUST LAND,UNKNOWN,UNKNOWN,501508,501508,,,30.452839999999998,-25.094709999999999,EHLANZENI DISTRICT MUNICIPALITY,THABA CHWEU LOCAL MUNICIPALITY,0,99,99,99,STERKSPRUIT,MASHISHING,MASHISHING,"Sterkspruit Plot 2, Lydenburg, Mashishing, 1120",PO BOX 364 Lydenburg Mashishing 1120,,837752297,YES,99,N/A,99,99,,Fee Charging,99,99,MP,MP,0,800005363,53,9
800005868,2025,MP,8,HOËRSKOOL LYDENBURG,OPEN,PUBLIC,ORDINARY SCHOOL,SECONDARY SCHOOL,SECONDARY SUBJECTS,BOHLABELA,Unknown,GOVERNMENT,UNKNOWN,UNKNOWN,501515,501515,6604022,,30.457999999999998,-25.090669999999999,EHLANZENI DISTRICT MUNICIPALITY,THABA CHWEU LOCAL MUNICIPALITY,1,99,99,MR MI CRONJE,MASHISHING,MASHISHING,MASHISHING,"KERKSTRAAT , LYDENBURG , MPUMALANGA , 1120",POSBUS 28 LYDENBURG MPUMALANGA 1120,,132352111,YES,99,Q5,99,99,,Fee Charging,99,99,MP,MP,0,800005868,1170,50
800005975,2025,MP,8,HOËRSKOOL SYBRAND VAN NIEKERK,OPEN,PUBLIC,ORDINARY SCHOOL,SECONDARY SCHOOL,SECONDARY SUBJECTS,BOHLABELA,Unknown,GOVERNMENT,UNKNOWN,UNKNOWN,501614,501614,6604024,,30.77383,-25.088999999999999,EHLANZENI DISTRICT MUNICIPALITY,THABA CHWEU LOCAL MUNICIPALITY,7,99,99,99,SABIE,SABIE,SABIE,"- HOOFSTRAAT, SABIE, SABIE, 1260",PRIVATE BAG X P/SAK X500 - SABIE 1260,,137642148,99,99,Q5,99,99,,Fee Charging,99,99,MP,MP,0,800005975,566,32
800009167,2025,MP,8,GRASKOP PRIMARY SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,PRIMARY SCHOOL,PRIMARY SUBJECTS,BOHLABELA,Unknown,GOVERNMENT,UNKNOWN,UNKNOWN,501605,501605,,,30.834499999999998,-24.92333,EHLANZENI DISTRICT MUNICIPALITY,THABA CHWEU LOCAL MUNICIPALITY,10,99,99,MS ET ERASMUS,GRASKOP,GRASKOP,GRASKOP,"6 Eeufees Street , Graskop, Graskop, 1270",PRIVATE BAG X Private Ba Graskop Graskop 1270,,137671209,99,99,Q4,99,99,,Fee Charging,99,99,MP,MP,0,800009167,642,22
800009415,2025,MP,8,LAERSKOOL LYDENBURG,OPEN,PUBLIC,ORDINARY SCHOOL,PRIMARY SCHOOL,PRIMARY SUBJECTS,BOHLABELA,Unknown,GOVERNMENT,UNKNOWN,UNKNOWN,501506,501506,,,30.46283,-25.102270000000001,EHLANZENI DISTRICT MUNICIPALITY,THABA CHWEU LOCAL MUNICIPALITY,1,99,99,MR CJ LEMMER,MASHISHING,MASHISHING,MASHISHING,"Nelstraat 1, , LYDENBURG, 1120",5 LYDENBURG 1120,,132352077,YES,99,Q5,99,99,,Fee Charging,99,99,MP,MP,0,800009415,1362,56
800009621,2025,MP,8,LAERSKOOL SABIE,OPEN,PUBLIC,ORDINARY SCHOOL,PRIMARY SCHOOL,PRIMARY SUBJECTS,BOHLABELA,Unknown,GOVERNMENT,UNKNOWN,UNKNOWN,501606,501606,,,30.779499999999999,-25.098669999999998,EHLANZENI DISTRICT MUNICIPALITY,THABA CHWEU LOCAL MUNICIPALITY,7,99,99,MR JW GROENEWALD,SABIE,SABIE,SABIE,"23 7 DE LAAN, SABIE, SABIE, 1260",PRIVATE BAG X Privaatsak SABIE 1260,,137641328,99,99,Q5,99,99,,Fee Charging,99,99,MP,MP,0,800009621,441,18
800010280,2025,MP,8,LESODI PRIMARY SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,PRIMARY SCHOOL,PRIMARY SUBJECTS,BOHLABELA,Unknown,GOVERNMENT,UNKNOWN,UNKNOWN,501507,501507,,,30.417169999999999,-25.087330000000001,EHLANZENI DISTRICT MUNICIPALITY,THABA CHWEU LOCAL MUNICIPALITY,12,99,99,MR FR MPANGANE,MASHINGSHING,MASHISHING,MASHISHING,"977 MEESTER STREET, MASHISHING, LYDENBURG, 1123",PO BOX 117 LYDENBURG MASHISHING 1120,,132346106,YES,99,Q4,99,99,,Fee Charging,99,99,MP,MP,0,800010280,1485,40
800010462,2025,MP,8,LINDANI PRIMARY SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,PRIMARY SCHOOL,PRIMARY SUBJECTS,BOHLABELA,Unknown,GOVERNMENT,UNKNOWN,UNKNOWN,501607,501607,,,30.778500000000001,-25.077999999999999,EHLANZENI DISTRICT MUNICIPALITY,THABA CHWEU LOCAL MUNICIPALITY,6,99,99,MR J LEKHULENI,SIMILE,SABIE,SABIE,"Cnr KOSI AND DADA STR, Sabie, Simile, 1260",PO BOX 120 Sabie Simile 1260,,137645109,YES,99,Q3,99,99,,Fee Charging,99,99,MP,MP,0,800010462,566,17
800012658,2025,MP,8,MARAMBANE PRIMARY SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,PRIMARY SCHOOL,FULL SERVICE SCHOOL,BOHLABELA,Unknown,GOVERNMENT,UNKNOWN,UNKNOWN,501509,501509,,,30.418420000000001,-25.092369999999999,EHLANZENI DISTRICT MUNICIPALITY,THABA CHWEU LOCAL MUNICIPALITY,3,99,99,MR J MAGAGULA,DERDE STRAAT,MASHISHING,MASHISHING,"916 DERDE STRAAT, LYDERNBURG, MASHISHING, 1123",PO BOX 172 LYDERNBURG LYDERNBURG 1120,,132346006,YES,99,Q4,99,99,,Fee Charging,99,99,MP,MP,0,800012658,1286,37
800012757,2025,MP,8,MARIFAAN PRIMARY SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,PRIMARY SCHOOL,PRIMARY SUBJECTS,BOHLABELA,Unknown,GOVERNMENT,UNKNOWN,UNKNOWN,501510,501510,,,30.471329999999998,-25.056830000000001,EHLANZENI DISTRICT MUNICIPALITY,THABA CHWEU LOCAL MUNICIPALITY,5,99,99,MR BJ MAPHANGA,MASHISHING,MASHISHING,MASHISHING,"3361 Zwelakhe Street, Ext 21, Lydenburg, 1120",PO BOX 1231 lydenburg Lydenburg 1120,,796943549,YES,99,Q2,99,99,,Fee Charging,99,99,MP,MP,0,800012757,911,22
800012898,2025,MP,8,MASHISHING SECONDARY SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,SECONDARY SCHOOL,SECONDARY SUBJECTS,BOHLABELA,Unknown,GOVERNMENT,UNKNOWN,UNKNOWN,501516,501516,6604063,,30.416830000000001,-25.094830000000002,EHLANZENI DISTRICT MUNICIPALITY,THABA CHWEU LOCAL MUNICIPALITY,3,99,99,Mr FW Malope,MASHISHING,LYDENBURG,LYDENBURG,"843 Second Avenue, Mashishing, Lydenburg, 1120",PO BOX 9 Lydenburg Lydenburg 1120,,132346101,YES,99,Q4,99,99,,Fee Charging,99,99,MP,MP,0,800012898,1972,59
800013995,2025,MP,8,MEMEZILE SECONDARY SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,SECONDARY SCHOOL,SECONDARY SUBJECTS,BOHLABELA,Unknown,GOVERNMENT,UNKNOWN,UNKNOWN,501619,501619,6604070,,30.779499999999999,-25.07498,EHLANZENI DISTRICT MUNICIPALITY,THABA CHWEU LOCAL MUNICIPALITY,6,99,99,MS MT KHOZA,SIMILE,SIMILE,SABIE,"523 MAKWILI STREET, SIMILE LOCATION, SABIE, 1260",PRIVATE BAG X 510 SABIE SABIE 1260,,722371230,YES,99,Q3,99,99,,Fee Charging,99,99,MP,MP,0,800013995,498,18
800017764,2025,MP,8,LYDENBURG PRIMARY SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,PRIMARY SCHOOL,PRIMARY SUBJECTS,BOHLABELA,Unknown,GOVERNMENT,UNKNOWN,UNKNOWN,501508,501508,,,30.439170000000001,-25.089500000000001,EHLANZENI DISTRICT MUNICIPALITY,THABA CHWEU LOCAL MUNICIPALITY,2,99,99,MR MA KHAN,EXTENSION 2,MASHISHING,MASHISHING,"50 First Street, Extention 2, LYDENBURG, 1120",PO BOX 956 LYDENBURG LYDENBURG 1120,,132352880,YES,99,Q2,99,99,,Fee Charging,99,99,MP,MP,0,800017764,889,26
800017947,2025,MP,8,PILGRIMS REST PRIMARY SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,PRIMARY SCHOOL,PRIMARY SUBJECTS,BOHLABELA,Unknown,GOVERNMENT,UNKNOWN,UNKNOWN,501611,501611,,,30.754169999999998,-24.886500000000002,EHLANZENI DISTRICT MUNICIPALITY,THABA CHWEU LOCAL MUNICIPALITY,0,99,99,MR LJ SETLHAKE,KHAYELISHA,PILGRIM'S REST,PILGRIM'S REST,"A85 Bester street, Pilgrims Rest, New Town, 1290",PO BOX 34 Pilgrims Rest PILGRIM'S REST 1290,,137681310,YES,99,Q2,99,99,,Fee Charging,99,99,MP,MP,0,800017947,196,9
800018705,2025,MP,8,PRIMÊRE SKOOL KELLYSVILLE,OPEN,PUBLIC,ORDINARY SCHOOL,PRIMARY SCHOOL,FULL SERVICE SCHOOL,BOHLABELA,Unknown,GOVERNMENT,UNKNOWN,UNKNOWN,501511,501511,,,30.43168,-25.08043,EHLANZENI DISTRICT MUNICIPALITY,THABA CHWEU LOCAL MUNICIPALITY,2,99,99,MR AB RABIE,KELLYSVILLE,KELLYSVILLE,MASHISHING,"PROTEA AVE NUMBER 12, KELLYSVILLE, LYDENBURG, 1120",PO BOX 89 LYDENBURG MASHISING 1120,,726561640,YES,99,Q2,99,99,,Fee Charging,99,99,MP,MP,0,800018705,1128,27
800019687,2025,MP,8,HARMONY HILL PRIMARY SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,PRIMARY SCHOOL,PRIMARY SUBJECTS,BOHLABELA,Unknown,UNKNOWN,UNKNOWN,UNKNOWN,501603,501603,,,30.782,-25.101500000000001,EHLANZENI DISTRICT MUNICIPALITY,THABA CHWEU LOCAL MUNICIPALITY,7,99,99,MS MD JOHNSON,HARMONY HILL,SABIE,SABIE,"10 KORT STREET, SABIE, HARMONY HILL, 1260",PO BOX 66 SABIE SABIE 1260,,137641515,YES,99,Q5,99,99,,Fee Charging,99,99,MP,MP,0,800019687,719,19
800021766,2025,MP,8,SIZO PRIMARY SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,PRIMARY SCHOOL,PRIMARY SUBJECTS,BOHLABELA,Unknown,FACTORY,UNKNOWN,UNKNOWN,501513,501513,,,30.39715,-25.084230000000002,EHLANZENI DISTRICT MUNICIPALITY,THABA CHWEU LOCAL MUNICIPALITY,4,99,99,MR A SHABANGU,MISSION,MASHISHING,MASHISHING,"Maria Trost Mission, , Lydenburg, 1120",PO BOX 146 Lydenburg 1120,,,YES,99,Q2,99,99,,Fee Charging,99,99,MP,MP,0,800021766,297,13
800028530,2025,MP,8,DIENTJIE PRIMARY SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,PRIMARY SCHOOL,PRIMARY SUBJECTS,BOHLABELA,Unknown,GOVERNMENT,UNKNOWN,UNKNOWN,501601,501601,,,30.79815,-24.614550000000001,EHLANZENI DISTRICT MUNICIPALITY,THABA CHWEU LOCAL MUNICIPALITY,9,99,99,MR SW MASHABA,LERORO,LERORO,GRASKOP,"STAND NO 53A, FRANKFORT SECTION, LERORO, 1273",PRIVATE BAG X 420 LERORO GRASKOP 1270,,137641861,YES,99,Q3,99,99,,Fee Charging,99,99,MP,MP,0,800028530,435,15
800028548,2025,MP,8,KOBENG PRIMARY SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,PRIMARY SCHOOL,FULL SERVICE SCHOOL,BOHLABELA,Unknown,GOVERNMENT,UNKNOWN,UNKNOWN,501604,501604,,,30.802890000000001,-24.669339999999998,EHLANZENI DISTRICT MUNICIPALITY,THABA CHWEU LOCAL MUNICIPALITY,9,99,99,MR SK MASHEGO,"MOREMA, BOUREKELSLUCK",THABATLOU,THABATLOU,"STAND 711, NEXT TO BUSS ROAD, MOREMELA, 1271",PO BOX 449 THABATLOU Graskop 1270,,733229585,YES,99,Q3,99,99,,Fee Charging,99,99,MP,MP,0,800028548,434,14
800028555,2025,MP,8,LL MOGANE PRIMARY SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,PRIMARY SCHOOL,PRIMARY SUBJECTS,BOHLABELA,Unknown,TRUST LAND,UNKNOWN,UNKNOWN,501608,501608,,,30.802710000000001,-24.669779999999999,EHLANZENI DISTRICT MUNICIPALITY,THABA CHWEU LOCAL MUNICIPALITY,9,99,99,MR NT LETSHELE,HLABEKISA KANANA,THABATLOU,THABATLOU,"P O BOX 133, THABATLOU, MOREMELA, 1271",PO BOX 133 THABATLOU 1271 GRASKOP 1270,,137616123,YES,99,Q3,99,99,,Fee Charging,99,99,MP,MP,0,800028555,318,10
800028563,2025,MP,8,MOKOKWANE PRIMARY SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,PRIMARY SCHOOL,PRIMARY SUBJECTS,BOHLABELA,Unknown,TRUST LAND,UNKNOWN,UNKNOWN,501610,501610,,,30.79823,-24.62697,EHLANZENI DISTRICT MUNICIPALITY,THABA CHWEU LOCAL MUNICIPALITY,9,99,99,MR EM MAEBELA,MATIBIDI,MATIBIDI,MATIBIDI,"STAND NO 454, SEUWE , MATIBIDI , 1274",PO BOX 812 GRASKOP GRASKOP 1270,,137699177,YES,99,Q3,99,99,,Fee Charging,99,99,MP,MP,0,800028563,155,6
800028571,2025,MP,8,PITAS PRIMARY SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,PRIMARY SCHOOL,PRIMARY SUBJECTS,BOHLABELA,Unknown,GOVERNMENT,UNKNOWN,UNKNOWN,501612,501612,,,30.793679999999998,-24.63062,EHLANZENI DISTRICT MUNICIPALITY,THABA CHWEU LOCAL MUNICIPALITY,9,99,99,MS LN BOSHEGO,BOROMACHINE TRUST,LERORO,LERORO,"STAND No 299 , BOROMACHINE, LERORO, 1273",PO BOX 759 LERORO GRASKOP 1273,,794874374,YES,99,Q3,99,99,,Fee Charging,99,99,MP,MP,0,800028571,252,9
800028589,2025,MP,8,SHAKWANENG PRIMARY SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,PRIMARY SCHOOL,PRIMARY SUBJECTS,BOHLABELA,Unknown,TRUST LAND,UNKNOWN,UNKNOWN,501613,501613,,,30.743929999999999,-24.637180000000001,EHLANZENI DISTRICT MUNICIPALITY,THABA CHWEU LOCAL MUNICIPALITY,8,99,99,MR R MARULE,MATIBIDI,GRASKOP,GRASKOP,"Main Road Mashelebeng, , Matibidi, 1274",PRIVATE BAG X 415 Private Bag x 415 Graskop 1270,,137699057,YES,99,Q3,99,99,,Fee Charging,99,99,MP,MP,0,800028589,467,16
800028597,2025,MP,8,HLONG SECONDARY SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,SECONDARY SCHOOL,SECONDARY SUBJECTS,BOHLABELA,Unknown,GOVERNMENT,UNKNOWN,UNKNOWN,501615,501615,6604021,,30.791709999999998,-24.598269999999999,EHLANZENI DISTRICT MUNICIPALITY,THABA CHWEU LOCAL MUNICIPALITY,8,99,99,MR MZ MAMABOLO,APARA VILLAGE,GRASKOP,GRASKOP,"AR/629 Apara Village , Matibidi, Graskop, 1274",PRIVATE BAG X 435 Graskop Graskop 1270,,814953964,YES,99,Q4,99,99,,Fee Charging,99,99,MP,MP,0,800028597,450,14
800028605,2025,MP,8,KADISHI SECONDARY SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,SECONDARY SCHOOL,SECONDARY SUBJECTS,BOHLABELA,Unknown,GOVERNMENT,UNKNOWN,UNKNOWN,501616,501616,6604036,,30.764199999999999,-24.624839999999999,EHLANZENI DISTRICT MUNICIPALITY,THABA CHWEU LOCAL MUNICIPALITY,8,99,99,MR MH PHOKANE,MATIBIDI,GRASKOP,GRASKOP,"SEUWE VILLAGE, MATIBIDI, GRASKOP, 1270",PRIVATE BAG X 412 GRASKOP 1270,,714398644,YES,99,Q3,99,99,,Fee Charging,99,99,MP,MP,0,800028605,351,11
800028613,2025,MP,8,LM KGANANE SECONDARY SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,SECONDARY SCHOOL,SECONDARY SUBJECTS,BOHLABELA,Unknown,GOVERNMENT,UNKNOWN,UNKNOWN,501617,501617,6604048,,30.79241,-24.619820000000001,EHLANZENI DISTRICT MUNICIPALITY,THABA CHWEU LOCAL MUNICIPALITY,9,99,99,MR RM MOKOENA,DIENTJIE NO 2,GRASKOP,GRASKOP,"77 Main Road Leroro Township, Leroro, Graskop, 1270",PRIVATE BAG X 410 Leroro Township Graskop 1270,,137699850,YES,99,Q3,99,99,,Fee Charging,99,99,MP,MP,0,800028613,613,21
800028621,2025,MP,8,MAKUKE SECONDARY SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,SECONDARY SCHOOL,SECONDARY SUBJECTS,BOHLABELA,Unknown,TRUST LAND,UNKNOWN,UNKNOWN,501618,501618,6604057,,30.742360000000001,-24.638529999999999,EHLANZENI DISTRICT MUNICIPALITY,THABA CHWEU LOCAL MUNICIPALITY,8,99,99,MR RP MAWELA,MASHELEBENG VILLAGE,GRASKOP,GRASKOP,"211 MASHELEBENG, MATIBIDI, GRASKOP, 1274",PRIVATE BAG X 430 GRASKOP GRASKOP 1270,,137699453,YES,99,Q3,99,99,,Fee Charging,99,99,MP,MP,0,800028621,213,10
800028639,2025,MP,8,SEKWAI SECONDARY SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,SECONDARY SCHOOL,SECONDARY SUBJECTS,BOHLABELA,Unknown,TRUST LAND,UNKNOWN,UNKNOWN,501621,501621,6604096,,30.80104,-24.671949999999999,EHLANZENI DISTRICT MUNICIPALITY,THABA CHWEU LOCAL MUNICIPALITY,9,99,99,MR MR MASHEGO,HLABEKISA BOURKESLUCK,GRASKOP,GRASKOP,"STAND NO: 410, NGWETSINTSHIROGE, MOREMELA, 1271",PRIVATE BAG X 419 GRASKOP GRASKOP 1270,,815021811,YES,99,Q3,99,99,,Fee Charging,99,99,MP,MP,0,800028639,490,16
