NatEmis,DataYear,Province,ProvinceCD,Official_Institution_Name,Status,Sector,Type_DoE,Phase_PED,Specialisation,EIDistrict,EICircuit,OwnerLand,OwnerBuild,ExDept,Persal_PaypointNo,Persal_ComponentNo,ExamNo,ExamCentre,GIS_Long,GIS_Lat,DMunName,LMunName,Ward_ID,SP_Code,SP_Name,Addressee,Township_Village,Suburb,Town_City,StreetAddress,PostalAddress,Email,Telephone,Section21,Section21_Function,Quintile,NAS,NodalArea,Registration_Date,NoFeeSchool,Urban_Rural,Allocation,Demarcation_From,Demarcation_To,OldNATEMIS,NewNATEMIS,Learners2025,Educators2025
700260919,2025,GT,7,ISEKELO PRIMARY SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,PRIMARY SCHOOL,ORDINARY,EKURHULENI NORTH,4,PUBLIC,PUBLIC,DEPARTMENT OF EDUCATION & TRAINING(DET),917044,917044,,,28.227012462200001,-26.007512676099999,EKURHULENI METROPOLITAN MUNICIPALITY,EKURHULENI METROPOLITAN MUNICIPALITY,79700006,797005034,ISITHAME,MARTIN RHULANI MUKOKIE,ISITHAMA SECTION,TEMBISA,KEMPTON PARK,"52, NDWAMDWE STREET, ISITHAMA SECTION, TEMBISA, KEMPTON PARK",31 TEMBISA 1628,,108227210,YES,ACD,Q3,,NOT APPLICABLE,,YES,URBAN,1754,GT,NOT MOVED,700260919,99,1442,40
700260943,2025,GT,7,ISIZIBA PRIMARY SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,PRIMARY SCHOOL,ORDINARY,EKURHULENI NORTH,4,PUBLIC,PUBLIC,DEPARTMENT OF EDUCATION & TRAINING(DET),917045,917045,,,28.219643910199999,-26.0176921204,EKURHULENI METROPOLITAN MUNICIPALITY,EKURHULENI METROPOLITAN MUNICIPALITY,79700006,797005049,ESIZIBA,MATOME GABRIEL RAMARUMO,TEMBISA,KEMPTON PAK,KEMPTON PARK,"7, HLAHLANDLELA STREET, TEMBISA, KEMPTON PAK, KEMPTON PARK",P.O. BOX 40 TEMBISA 1628,,825530179,YES,ACD,Q3,,NOT APPLICABLE,,YES,URBAN,1754,GT,NOT MOVED,700260943,99,1422,52
700260976,2025,GT,7,JIYANA SECONDARY SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,SECONDARY SCHOOL,ORDINARY,EKURHULENI NORTH,4,PUBLIC,PUBLIC,DEPARTMENT OF EDUCATION & TRAINING(DET),917136,917136,8260976,,28.188893289599999,-26.020091560099999,EKURHULENI METROPOLITAN MUNICIPALITY,EKURHULENI METROPOLITAN MUNICIPALITY,79700011,797005056,ENTSHONALANGA,RAMATSIMELA CONSTANCE LEDWABA,TEMBISA,KEMPTON PARK,KEMPTON PARK,"116, DAN NKABINDE ROAD, TEMBISA, KEMPTON PARK, KEMPTON PARK",P.O. BOX 105 TEMBISA 1632,,115684790,YES,ACD,Q4,,NOT APPLICABLE,,YES,URBAN,1754,GT,NOT MOVED,700260976,99,2334,70
700260984,2025,GT,7,KHATLAMPING PRIMARY SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,PRIMARY SCHOOL,ORDINARY,EKURHULENI NORTH,4,PUBLIC,PUBLIC,DEPARTMENT OF EDUCATION & TRAINING(DET),917048,917048,,,28.197873470299999,-26.012692310399999,EKURHULENI METROPOLITAN MUNICIPALITY,EKURHULENI METROPOLITAN MUNICIPALITY,79700010,797005025,KHATAMPING,MARY MORTBOLA MTSWENI,TEMBISA,TEMBISA,KEMPTON PARK,"178, MARKSHORPE, TEMBISA, TEMBISA, KEMPTON PARK",P.O BOX 129 TEMBISA 1628,,119258460,YES,ACD,Q3,,NOT APPLICABLE,,YES,URBAN,1754,GT,NOT MOVED,700260984,99,992,27
700260992,2025,GT,7,KHULA SIZWE PRIMARY SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,PRIMARY SCHOOL,ORDINARY,EKURHULENI NORTH,4,PUBLIC,PUBLIC,DEPARTMENT OF EDUCATION & TRAINING(DET),917049,917049,,,28.235318631999998,-26.009820724899999,EKURHULENI METROPOLITAN MUNICIPALITY,EKURHULENI METROPOLITAN MUNICIPALITY,79700004,797005036,MQANTSA,LOUISA MAIYANE MATSHIDISO  LEKALAKALA,TEMBISA,KEMPTON PARK,JOHANNESBURG,"125, CNR. PHOFO & NKWE STREET, TEMBISA, KEMPTON PARK, JOHANNESBURG",107 TEMBISA 1632,,817275618,YES,ACD,Q3,,NOT APPLICABLE,,YES,URBAN,1754,GT,NOT MOVED,700260992,99,1398,37
700261032,2025,GT,7,MARHULANA PRIMARY SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,PRIMARY SCHOOL,ORDINARY,EKURHULENI NORTH,4,PUBLIC,PUBLIC,DEPARTMENT OF EDUCATION & TRAINING(DET),917072,917072,,,28.244132,-26.0064180004,EKURHULENI METROPOLITAN MUNICIPALITY,EKURHULENI METROPOLITAN MUNICIPALITY,79700004,797005037,XUBENE,SARAH DAYAN MAHLAGARE,TOWNSHIP,TEMBISA,KEMPTON PARK,"365, NPOFU, TOWNSHIP, TEMBISA, KEMPTON PARK",BOX 41 TEMBISA 1628,,119245914,YES,ACD,Q4,,NOT APPLICABLE,,YES,URBAN,1754,GT,NOT MOVED,700261032,99,1367,33
700261040,2025,GT,7,MASHEMONG PRIMARY SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,PRIMARY SCHOOL,ORDINARY,EKURHULENI NORTH,4,PUBLIC,PUBLIC,DEPARTMENT OF EDUCATION & TRAINING(DET),917073,917073,,,28.236787000500001,-26.000198000400001,EKURHULENI METROPOLITAN MUNICIPALITY,EKURHULENI METROPOLITAN MUNICIPALITY,79700005,797005016,MASHIMONG,MMAKWENA RHEINEY SELOLO,TEMBISA,TEMBISA,KEMPTON PARK,"850, MIMAS AND JANUS STREET, TEMBISA, TEMBISA, KEMPTON PARK",101 TEMBISA 1632,,119260358,YES,ACD,Q4,,NOT APPLICABLE,,YES,URBAN,1754,GT,NOT MOVED,700261040,99,1203,39
700261057,2025,GT,7,MASIQHAKAZE SECONDARY SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,SECONDARY SCHOOL,ORDINARY,EKURHULENI NORTH,3,PUBLIC,PUBLIC,DEPARTMENT OF EDUCATION & TRAINING(DET),917141,917141,8261057,,28.224285931499999,-26.0254483973,EKURHULENI METROPOLITAN MUNICIPALITY,EKURHULENI METROPOLITAN MUNICIPALITY,79700014,797005059,EMFIHLWENI,ABAPFANI GEORGE MADZHADHZI,TEMBISA,,KEMPTON PARK,"459, SEPENG, TEMBISA, , KEMPTON PARK",213 TEMBISA 1628,,119258059,YES,ACD,Q4,,NOT APPLICABLE,,YES,URBAN,1754,GT,NOT MOVED,700261057,99,2319,70
700261065,2025,GT,7,MASISEBENZE COMPREHENSIVE SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,SECONDARY SCHOOL,ORDINARY & TECHNICAL,EKURHULENI NORTH,3,PUBLIC,PUBLIC,DEPARTMENT OF EDUCATION & TRAINING(DET),917142,917142,8261065,,28.2148808227,-26.0262648482,EKURHULENI METROPOLITAN MUNICIPALITY,EKURHULENI METROPOLITAN MUNICIPALITY,79700014,797005060,JIYANA,TUMELO COLLEN SIBANDA,TEMBISA,KEMPTON PARK,JOHANNESBURG,"06, JIYANE, TEMBISA, KEMPTON PARK, JOHANNESBURG",104 TEMBISA 1628,,119257784,YES,ACD,Q4,,NOT APPLICABLE,,YES,URBAN,1754,GT,NOT MOVED,700261065,99,2531,79
700160200,2025,GT,7,BEDFORDVIEW PRIMARY SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,PRIMARY SCHOOL,ORDINARY,EKURHULENI NORTH,1,PUBLIC,PUBLIC,HOUSE OF ASSEMBLY(HOA),917017,917017,,,28.139444009599998,-26.179223199599999,EKURHULENI METROPOLITAN MUNICIPALITY,EKURHULENI METROPOLITAN MUNICIPALITY,79700020,797008019,BEDFORDVIEW,GREGORY  BRYANT,BEDFORDVIEW,BEDFORDVIEW,GERMISTON,"2, SCHOOL RD, BEDFORDVIEW, BEDFORDVIEW, GERMISTON",P.O. BOX 97 BEDFORDVIEW 2008,,114554700,YES,ACD,Q5,,NOT APPLICABLE,,NO,URBAN,879,GT,NOT MOVED,700160200,99,990,42
700160291,2025,GT,7,DAWNVIEW HIGH SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,SECONDARY SCHOOL,ORDINARY,EKURHULENI NORTH,1,PUBLIC,PUBLIC,HOUSE OF ASSEMBLY(HOA),917117,917117,8160291,,28.158562119599999,-26.1821567197,EKURHULENI METROPOLITAN MUNICIPALITY,EKURHULENI METROPOLITAN MUNICIPALITY,79700036,797008028,DAWNVIEW,MOEKETSIE KOLOKOTO,DAWNVIEW,GERMISTON,GERMISTON,"70, ASSOCIATION ROAD, DAWNVIEW, GERMISTON, GERMISTON",P.O.BOX 2034 PRIMROSE 1416,,118289014,YES,ACD,Q5,,NOT APPLICABLE,,NO,URBAN,879,GT,NOT MOVED,700160291,99,931,37
700160358,2025,GT,7,DUNVEGAN PRIMARY SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,PRIMARY SCHOOL,ORDINARY,EKURHULENI NORTH,1,PUBLIC,PUBLIC,HOUSE OF ASSEMBLY(HOA),917029,917029,,,28.151834710500001,-26.155297949800001,EKURHULENI METROPOLITAN MUNICIPALITY,EKURHULENI METROPOLITAN MUNICIPALITY,79700019,797007013,DUNVEGAN,RICHARD GARY LAIDLEY,DUNVEGAN,EDENVALE,EDENVALE,"10, SHEILA STREET, DUNVEGAN, EDENVALE, EDENVALE",PRIVATE BAG X10007 EDENVALE 1610,,114539401,YES,ACD,Q5,,NOT APPLICABLE,,NO,URBAN,879,GT,NOT MOVED,700160358,99,905,39
700160366,2025,GT,7,DESTINY CHRISTIAN SCHOOL,OPEN,INDEPENDENT,ORDINARY SCHOOL,COMBINED SCHOOL,ORDINARY,EKURHULENI NORTH,1,INDEPENDENT,INDEPENDENT,HOUSE OF ASSEMBLY(HOA),99,99,,,28.201439830000002,-26.179806549999999,EKURHULENI METROPOLITAN MUNICIPALITY,EKURHULENI METROPOLITAN MUNICIPALITY,79700033,797010016,RAVENSKY,SANDRA MOODLEY,RAVENSKLIP,WITFIELD,BOKSBURG,"1, CORNER MIRANDA AND CABERNET ST, RAVENSKLIP, WITFIELD, BOKSBURG",P.O. BOX 13552 WITFIELD 1467,,118261497,NO,NONE,N/A,,NOT APPLICABLE,,NO,URBAN,,GT,NOT MOVED,700160366,99,162,11
700160382,2025,GT,7,EASTLEIGH PRIMARY SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,PRIMARY SCHOOL,ORDINARY,EKURHULENI NORTH,1,PUBLIC,PUBLIC,HOUSE OF ASSEMBLY(HOA),917030,917030,,,28.156427933100002,-26.1348948001,EKURHULENI METROPOLITAN MUNICIPALITY,EKURHULENI METROPOLITAN MUNICIPALITY,79700019,797007005,EASTLEIGH,HANALENE MULLER,EASTLEIGH,EDENVALE,EDENVALE,"1, CENTRAL AVENUE, EASTLEIGH, EDENVALE, EDENVALE",55 EDENVALE 1610,,116091020,YES,ACD,Q5,,NOT APPLICABLE,,NO,URBAN,879,GT,NOT MOVED,700160382,99,955,36
700160390,2025,GT,7,EDENGLEN HIGH SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,SECONDARY SCHOOL,ORDINARY,EKURHULENI NORTH,1,PUBLIC,PUBLIC,HOUSE OF ASSEMBLY(HOA),917119,917119,8160390,,28.1765740132,-26.135783287399999,EKURHULENI METROPOLITAN MUNICIPALITY,EKURHULENI METROPOLITAN MUNICIPALITY,79700018,797007006,EDEN GLEN,TREVOR WEINERLEIN,EDENGLEN,EDENVALE,JOHANNESBURG,"8, STEYN AVE, EDENGLEN, EDENVALE, JOHANNESBURG",P.O. BOX 8001 EDENGLEN 1613,,116098336,YES,ACD,Q5,,NOT APPLICABLE,,NO,URBAN,879,GT,NOT MOVED,700160390,99,1551,70
700160408,2025,GT,7,EDENGLEN PRIMARY SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,PRIMARY SCHOOL,ORDINARY,EKURHULENI NORTH,1,PUBLIC,PUBLIC,HOUSE OF ASSEMBLY(HOA),917032,917032,,,28.176823689999999,-26.13257977,EKURHULENI METROPOLITAN MUNICIPALITY,EKURHULENI METROPOLITAN MUNICIPALITY,79700018,797007006,EDEN GLEN,HEATHER LOUIS BROODRYK,EDENGLEN,EDENVALE,EDENVALE,"69, WAGENAAR ROAD, EDENGLEN, EDENVALE, EDENVALE",8333  EDENGLEN 1613,,116095206,YES,ACD,Q5,,NOT APPLICABLE,,NO,URBAN,879,GT,NOT MOVED,700160408,99,1226,68
700160416,2025,GT,7,EDENVALE HIGH SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,SECONDARY SCHOOL,ORDINARY,EKURHULENI NORTH,1,PUBLIC,PUBLIC,HOUSE OF ASSEMBLY(HOA),917120,917120,8160416,,28.147210587499998,-26.148663242400001,EKURHULENI METROPOLITAN MUNICIPALITY,EKURHULENI METROPOLITAN MUNICIPALITY,79700019,797007011,DOWERGLEN EXT 3,MELT VAN ZYL,EDENVALE,EDENVALE,EDENVALE,"1, LINKSFIELD ROAD, EDENVALE, EDENVALE, EDENVALE",106 EDENVALE 1610,,114539014,YES,ACD,Q5,,NOT APPLICABLE,05.07.1996,NO,URBAN,879,GT,NOT MOVED,700160416,99,1336,81
700160424,2025,GT,7,ELANDSPARKSKOOL,OPEN,PUBLIC,SPECIAL NEEDS EDUCATION CENTRE,COMBINED SCHOOL,LEARNING DISABILITY,EKURHULENI NORTH,1,PUBLIC,PUBLIC,HOUSE OF ASSEMBLY(HOA),917158,917158,,,28.129345722899998,-26.1917110694,EKURHULENI METROPOLITAN MUNICIPALITY,EKURHULENI METROPOLITAN MUNICIPALITY,79700020,797008019,BEDFORDVIEW,JOSUA JS DU PLESSIS,BEDFORDVIEW,BEDFORDVIEW,JOHANNESBURG,"1, CNR PLANTATION AND VAN DER LINDE STREET, BEDFORDVIEW, BEDFORDVIEW, JOHANNESBURG",PRIVATE BAG X3 BEDFORDVIEW 2008,,116165333,NO,NONE,N/A,,NOT APPLICABLE,,NO,RURAL,,GT,NOT MOVED,700160424,99,780,61
700160523,2025,GT,7,HOLY ROSARY CONVENT SCHOOL,OPEN,INDEPENDENT,ORDINARY SCHOOL,COMBINED SCHOOL,ORDINARY,EKURHULENI NORTH,1,INDEPENDENT,INDEPENDENT,HOUSE OF ASSEMBLY(HOA),99,99,,,28.156572350000001,-26.151407240000001,EKURHULENI METROPOLITAN MUNICIPALITY,EKURHULENI METROPOLITAN MUNICIPALITY,79700018,797007014,ELMA PARK,DEON OERSON,,EDENVALE,EDENVALE,"113, HORWOOD STREET, , EDENVALE, EDENVALE",341 EDENVALE 1610,,114570900,NO,NONE,N/A,,NOT APPLICABLE,,NO,URBAN,,GT,NOT MOVED,700160523,99,605,77
700160572,2025,GT,7,DOWERGLEN HIGH SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,SECONDARY SCHOOL,ORDINARY,EKURHULENI NORTH,1,PUBLIC,PUBLIC,HOUSE OF ASSEMBLY(HOA),917126,917126,8160572,,28.145497150000001,-26.142238169900001,EKURHULENI METROPOLITAN MUNICIPALITY,EKURHULENI METROPOLITAN MUNICIPALITY,79700019,797007011,DOWERGLEN EXT 3,MAMATLE ALLETA MANYAKE HADEBE,DUNVEGAN,EDENVALE,EDENVALE,"1, FIRST AVE, DUNVEGAN, EDENVALE, EDENVALE",96 EDENVALE 1610,,116098227,YES,ACD,Q5,,NOT APPLICABLE,,NO,URBAN,879,GT,NOT MOVED,700160572,99,935,44
700160598,2025,GT,7,HOËRSKOOL GOUDRIF,OPEN,PUBLIC,ORDINARY SCHOOL,SECONDARY SCHOOL,ORDINARY,EKURHULENI NORTH,1,PUBLIC,PUBLIC,HOUSE OF ASSEMBLY(HOA),917127,917127,8160598,,28.193289,-26.176696,EKURHULENI METROPOLITAN MUNICIPALITY,EKURHULENI METROPOLITAN MUNICIPALITY,79700092,797008033,MARLANDS,DEON JANSE VAN RENSBURG,MARLANDS,GERMISTON,GERMISTON,"1, KRAFT ROAD, MARLANDS, GERMISTON, GERMISTON",6007 HOMESTEAD 1412,,118223405,YES,ACD,Q5,,NOT APPLICABLE,,NO,URBAN,879,GT,NOT MOVED,700160598,99,705,36
700160622,2025,GT,7,HOËRSKOOL VRYBURGER HIGH SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,SECONDARY SCHOOL,ORDINARY,EKURHULENI NORTH,1,PUBLIC,PUBLIC,HOUSE OF ASSEMBLY(HOA),917132,917132,8160622,,28.154412659799998,-26.184602610199999,EKURHULENI METROPOLITAN MUNICIPALITY,EKURHULENI METROPOLITAN MUNICIPALITY,79700036,797008028,DAWNVIEW,STEPHANIE MARLISE DIEDERICKS,DAWNVIEW,GERMISTON,EKURHULINI NORTH,"00, ASSOCIATION RD., DAWNVIEW, GERMISTON, EKURHULINI NORTH",2003 PRIMROSE 1401,,118289047,YES,ACD,Q5,,NOT APPLICABLE,,NO,URBAN,879,GT,NOT MOVED,700160622,99,787,26
700160655,2025,GT,7,HURLYVALE PRIMARY SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,PRIMARY SCHOOL,ORDINARY,EKURHULENI NORTH,1,PUBLIC,PUBLIC,HOUSE OF ASSEMBLY(HOA),917039,917039,,,28.170855273499999,-26.147861428500001,EKURHULENI METROPOLITAN MUNICIPALITY,EKURHULENI METROPOLITAN MUNICIPALITY,79700018,797007015,HURLYVALE,DERRYN ANNE  SCHOULTZ,HURLYVALE,EDENVALE,JOHANNESBURG,"41, ST ANDREW ROAD, HURLYVALE, EDENVALE, JOHANNESBURG",P O BOX15235 HURLYVALE 1611,,114538870,YES,ACD,Q5,,NOT APPLICABLE,,NO,URBAN,879,GT,NOT MOVED,700160655,99,1121,56
700160846,2025,GT,7,KLOPPERPARK PRIMARY SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,PRIMARY SCHOOL,ORDINARY,EKURHULENI NORTH,1,PUBLIC,PUBLIC,HOUSE OF ASSEMBLY(HOA),917050,917050,,,28.193259279999999,-26.147528460299998,EKURHULENI METROPOLITAN MUNICIPALITY,EKURHULENI METROPOLITAN MUNICIPALITY,79700092,797008004,KLOPPERPARK,ANDRONICAH KGOMOTSO MSIMANGO,KLOPPERPARK,ISANDO,GERMISTON,"7, MURMEL ROAD, KLOPPERPARK, ISANDO, GERMISTON",204 ISANDO 1601,,877111420,YES,ACD,Q3,,NOT APPLICABLE,,YES,URBAN,1754,GT,NOT MOVED,700160846,99,2503,66
700160895,2025,GT,7,LAERSKOOL DIE PRESIDENT,OPEN,PUBLIC,ORDINARY SCHOOL,PRIMARY SCHOOL,ORDINARY,EKURHULENI NORTH,1,PUBLIC,PUBLIC,HOUSE OF ASSEMBLY(HOA),917187,917187,,,28.165620479800001,-26.180077370100001,EKURHULENI METROPOLITAN MUNICIPALITY,EKURHULENI METROPOLITAN MUNICIPALITY,79700036,797008027,FISHERS HILL,RYNO RHEEDER,FISHERSHILL,PRIMROSE,GERMISTON,"20, ASTRONOMY ROAD, FISHERSHILL, PRIMROSE, GERMISTON",2180 PRIMROSE 1401,,127981330,YES,ACD,Q5,,NOT APPLICABLE,,NO,URBAN,879,GT,NOT MOVED,700160895,99,736,27
